	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1178	Ferdinand	2017	PG	7	108	Animation; Adventure; Comedy	Carlos Saldanha	Jack Gore; Jet Jurgensmeyer; Nile Diaz; Colin H. Murphy	Ferdinand is a a giant bull with a big heart he is mistaken for a dangerous beast and is captured and torn from his home and family Determined to return to his family he rallies a misfit team for the ultimate adventure Set in Spain Ferdinand proves you cant judge a bull by its cover	English	USA	Nominated for 1 Oscar Another 1 win & 15 nominations	6.7	71.0	58	70466891.0	Blue Sky Studio/20th Century Fox	15-Dec-17	2017	12	5880687.0	854.0	8760.0	976.0	111000000	83170864	Fox	positive	subjective	0.456700504	1.0	0	0	9159624	9575722	22293110	12706625	0	13031627
1179	Elysium	2013	R	17	109	Action; Drama; Sci-Fi	Neill Blomkamp	Matt Damon; Jodie Foster; Sharlto Copley; Alice Braga	In the year 2154 two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium and the rest who live on an overpopulated ruined Earth Secretary Delacourt a government official will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium That doesnt stop the people of Earth from trying to get in by any means they can When unlucky Max is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds	English; Spanish; French; Afrikaans; Ukrainian	USA	1 win & 10 nominations	6.6	67.0	61	90800000.0	TriStar Pictures	9-Aug-13	2013	8	9674404.0	6381.0	22439.0	1124.0	115000000	93050117	TriStar	neutral	subjective	0.468380779	1.0	41454175	34107751	58624397	9575722	18145368	8133748	-18692788	28670269
1180	Speed Racer	2008	PG	7	135	Action; Family; Sci-Fi	Lana Wachowski; Lilly Wachowski	Emile Hirsch; Nicholas Elia; Susan Sarandon; Melissa Holroyd	The story begins with Speed Racer who is a young man with natural racing instincts whose goal is to win The Crucible a cross-country car racing rally that took the life of his older brother Rex Racer Speed is loyal to the family business run by his parents Pops and Mom Pops designed Speeds car the Mach 5 The owner of Royalton Industries makes Speed a lucrative offer Speed rejects the offer angering the owner Speed also uncovers a secret that top corporate interests including Royalton are fixing races and cheating to gain profit With the offer to Speed denied Royalton wants to ensure that Speed will not win races Speed finds support from his parents and his girlfriend Trixie and enters The Crucible in a partnership with his one-time rival Racer X seeking to rescue his familys business and the racing sport itself	English	USA; Australia; Germany	13 nominations	6.0	40.0	37	43929341.0	Warner Bros. Pictures	9-May-08	2008	5	88036.0	29.0	106.0	7.0	120000000	43945766	Warner Bros.	neutral	subjective	0.513005733	1.0	17462062	0	9159624	32313292	30600499	12706625	18199373	12943408
1181	How Do You Know	2010	PG-13	13	121	Comedy; Drama; Romance	James L. Brooks	Reese Witherspoon; Paul Rudd; Owen Wilson; Jack Nicholson	Star softball player Lisa has just been cut from the national team Scholarly business man George has just been indicted from his fathers company With everything that they know in their lives taken from them Lisa and George attempt to find romance Lisas potential boyfriend Matty however is as clueless and perpetually single as they come and Georges girlfriend just dumped him A chance hook-up through mutual friends Lisa and George may be able to form a friendship or more that can help them climb out of the piles of lemons that life has handed to them	English	USA	2 nominations	5.4	32.0	46	30212620.0	Columbia Pictures	17-Dec-10	2010	12	2062734.0	81.0	5603.0	168.0	120000000	30212620	Sony / Columbia	positive	subjective	0.525527239	1.0	125279407	0	9159624	9575722	27926409	9899276	12442899	20441134
1182	The Green Hornet	2011	PG-13	13	119	Action; Comedy; Crime	Michel Gondry	Seth Rogen; Jay Chou; Cameron Diaz; Tom Wilkinson	Playboy Britt Reid (Seth Rogen) becomes the new publisher of Los Angeles The Daily Sentinel after the sudden death of his father Britts party life is about to change when he and his driver and kung fu expert Kato (Jay Chou) stop a robbery With the help of Kato Britt starts a new career of fighting crime as the masked superhero The Green Hornet	English; Mandarin	USA	4 wins & 7 nominations	5.8	43.0	39	98000000.0	Sony Pictures	14-Jan-11	2011	1	2351898.0	1486.0	2848.0	266.0	120000000	98780042	Sony / Columbia	neutral	subjective	0.639541864	1.0	63699459	0	7085005	9575722	18782711	9899276	21745046	20441134
1183	Oblivion	2013	PG-13	13	124	Action; Adventure; Mystery	Joseph Kosinski	Tom Cruise; Morgan Freeman; Olga Kurylenko; Andrea Riseborough	One of the few remaining drone repairmen assigned to Earth its surface devastated after decades of war with the alien Scavs discovers a crashed spacecraft with contents that bring into question everything he believed about the war and may even put the fate of mankind in his hands	English	USA	14 nominations	7.0	52.0	54	89021735.0	Universal Pictures	19-Apr-13	2013	4	268332.0	48.0	403.0	32.0	120000000	89107235	Universal	negative	subjective	0.737730563	1.0	-28940089	-37850000	9159624	9575722	27393960	9899276	20852222	24540500
1184	Jason Bourne	2016	PG-13	13	123	Action; Thriller	Paul Greengrass	Matt Damon; Tommy Lee Jones; Alicia Vikander; Vincent Cassel	Jason Bourne is again being hunted by the CIA It begins when Nicky Parson a former CIA operative who helped Bourne who went under and now works with a man whos a whistle blower and is out to expose the CIAs black ops Nicky hacks into the CIA and downloads everything on all their Black Ops including Treadstone which Bourne was a part of And Heather Lee a CIA agent discovers the hack and brings it to the attention of CIA Director Dewey the man behind the Black Ops He orders Parsons be found and hopefully Bourne too	English; Greek; German; Japanese	UK; China; USA	3 wins & 20 nominations	6.6	55.0	58	162162120.0	Universal	29-Jul-16	2016	7	14688350.0	6788.0	49979.0	2248.0	120000000	162434410	Universal	neutral	subjective	0.665357828	1.0	82429325	34292152	44729402	19287090	15993987	9899276	118768917	24540500
1185	Geostorm	2017	PG-13	13	109	Action; Sci-Fi; Thriller	Dean Devlin	Gerard Butler; Jim Sturgess; Abbie Cornish; Alexandra Maria Lara	When catastrophic climate change endangers Earths very survival world governments unite and create the Dutch Boy Program: a world wide net of satellites surrounding the planet that are armed with geoengineering technologies designed to stave off the natural disasters After successfully protecting the planet for two years something is starting to go wrong Two estranged brothers are tasked with solving the programs malfunction before a world wide Geostorm can engulf the planet	English; Spanish	USA		5.4	13.0	21	33681965.0	Warner Bros. Pictures	20-Oct-17	2017	10	12322661.0	5504.0	34790.0	5351.0	120000000	33700160	Warner Bros.	positive	objective	0.577817976	1.0	41196134	0	15035100	9575722	23097236	9899276	18199373	12943408
1186	Noah	2014	PG-13	13	138	Action; Adventure; Drama	Darren Aronofsky	Russell Crowe; Jennifer Connelly; Ray Winstone; Anthony Hopkins	Noah unquestioningly follows the command of the worlds creator to undertake a momentous mission before an apocalyptic flood cleanses the cursed lands of mankind	English	USA	Nominated for 1 Golden Globe Another 1 win & 18 nominations	5.8	76.0	68	101160529.0	Paramount Pictures	28-Mar-14	2014	3	357531.0	137.0	1124.0	88.0	125000000	101200044	Paramount	neutral	objective	0.742192805	0.996981904	-79084350	29778977	9159624	9575722	20219876	9899276	22280237	20132369
1187	Sherlock Holmes: A Game of Shadows	2011	PG-13	13	129	Action; Adventure; Crime	Guy Ritchie	Robert Downey Jr.; Jude Law; Noomi Rapace; Rachel McAdams	Sherlock Holmes (Robert Downey Jr) and his longtime trusted associate Doctor Watson (Jude Law) take on their arch-nemesis Professor Moriarty (Jared Harris) with the help of Holmes older brother Mycroft Holmes (Stephen Fry) and a gypsy named Simza (Noomi Rapace)	English; French; Italian; German; Romany	USA	3 wins & 11 nominations	7.5	59.0	48	186830669.0	Warner Bros. Pictures	16-Dec-11	2011	12	2374225.0	990.0	6275.0	142.0	125000000	186848418	Warner Bros.	neutral	objective	0.656914949	1.0	2232953	0	22673963	9575722	16722852	9899276	18199373	12943408
1188	Monster Trucks	2016	PG	7	104	Action; Adventure; Comedy	Chris Wedge	Lucas Till; Jane Levy; Thomas Lennon; Barry Pepper	In a small town an oil company is drilling for oil The geologist Dowd informs his boss Tenneson that they detected what could be an ecosystem which could affect their drilling rights But Tenneson tells them to go on and something happens Something came out and Tenneson wants to keep it quiet by keeping what came out on ice In the town somethings been taking the fuel tanks off vehicles leaving a big hole Tripp who lives in the town is frustrated at his life specifically not having a vehicle of his own He works at a scrap yard and hes been working on restoring an old truck One day he thinks he hears something and traps it in the storage pit He calls the Sheriff whos his step-father whom he doesnt like And when he gets there its gone Later he sets a trap for it and sees its a slug like creature who feeds on oil He would bond with it Later a man from the oil company shows up at the yard and asks him about the thing he reported earlier Tripp feigns it was mistaken but the guy doesnt believe him The creature enters the chassis of the truck he was working on and makes it move He then gets in the truck and it goes off on its own and he tries to figure out what to do	English	USA; Canada	2 nominations	5.7	31.0	41	33243820.0	Paramount Pictures	13-Jan-17	2017	1	57779.0	15.0	120.0	43.0	125000000	33370166	Paramount	neutral	subjective	0.460486263	1.0	118838874	0	9159624	18282396	25538162	12706625	22280237	20132369
1189	The Boss Baby	2017	PG	7	97	Animation; Comedy; Family	Tom McGrath	Alec Baldwin; Steve Buscemi; Jimmy Kimmel; Lisa Kudrow	Seven-year-old Tim Templeton has always been a boy of an overactive imagination and for the past seven years life was all peaches for him getting all the love and affection from his caring parents However life will never be the same and Tim wont be the centre of attention anymore as the arrival of an improbable new brother named Boss Baby dressed in a black suit complete with a tie and a briefcase will shortly rob him of all love as he takes over the whole Templetons house Nevertheless although this may be true soon Tim and the new Boss in a diaper will need to put differences aside and join forces as a sneaky scheme involving the head of Puppy Co threatens to tilt the balance of power towards their insidiously adorable furry antagonists not to mention that the next Pet Convention is in only two days Brothers hurry up	English; Spanish	USA	Nominated for 1 Oscar Another 1 win & 18 nominations	6.3	52.0	50	174996080.0	DreamWorks Animation	31-Mar-17	2017	3	7603790.0	497.0	8978.0	1426.0	125000000	175003033	Fox	negative	subjective	0.565028787	1.0	-16442387	0	15035100	9575722	31489814	12706625	0	13031627
1190	Night at the Museum: Secret of the Tomb	2014	PG	7	98	Adventure; Comedy; Family	Shawn Levy	Ben Stiller; Robin Williams; Owen Wilson; Steve Coogan	At the Museum of Natural History theres a new exhibit being unveiled Larry Daley who manages the night exhibit where the exhibits come to life because of the Tablet of Ahkmenrah is in charge of the presentation But when the exhibits go awry Larry finds himself in trouble He learns the Tablet is corroding so he does some research and learns that Cecil the former museum guard was at the site when the Tablet was discovered He tells Larry they were warned if they remove it could mean the end Larry realizes it means the end of the magic He talks to Ahkmenrah who says that he doesnt know anything Only his father the Pharaoh knows the Tablets secrets He learns that the Pharaoh was sent to the London museum So he convinces Dr McPhee the museum curator to help send him to London He takes Ahkmenrah with him but some of the others tag along like Teddy Roosevelt Attila Octavius and Jedediah	English	UK; USA	1 win & 4 nominations	6.2	49.0	47	81522782.0	20th Century Fox	19-Dec-14	2014	12	6183281.0	2372.0	18525.0	804.0	127000000	113746621	Fox	neutral	subjective	0.809117258	1.0	23673667	15192084	9159624	12012154	38789834	12706625	12579404	13031627
1191	Kingdom of Heaven	2005	R	17	144	Action; Adventure; Drama	Ridley Scott	Martin Hancock; Michael Sheen; Nathalie Cox; Eriq Ebouaney	It is the time of the Crusades during the Middle Ages - the world shaping 200-year collision between Europe and the East A blacksmith named Balian has lost his family and nearly his faith The religious wars raging in the far-off Holy Land seem remote to him yet he is pulled into that immense drama Amid the pageantry and intrigues of medieval Jerusalem he falls in love grows into a leader and ultimately uses all his courage and skill to defend the city against staggering odds Destiny comes seeking Balian in the form of a great knight Godfrey of Ibelin a Crusader briefly home to France from fighting in the East Revealing himself as Balians father Godfrey shows him the true meaning of knighthood and takes him on a journey across continents to the fabled Holy City In Jerusalem at that moment--between the Second and Third Crusades--a fragile peace prevails through the efforts of its enlightened Christian king Baldwin IV aided by his advisor Tiberias and the military restraint of the legendary Muslim leader Saladin Ayubi  But Baldwins days are numbered and strains of fanaticism greed and jealousy among the Crusaders threaten to shatter the truce King Baldwins vision of peace--a kingdom of heaven--is shared by a handful of knights including Godfrey of Ibelin who swear to uphold it with their lives and honor As Godfrey passes his sword to his son he also passes on that sacred oath: to protect the helpless safeguard the peace and work toward harmony between religions and cultures so that a kingdom of heaven can flourish on earth Balian takes the sword and steps into history	English; Arabic; Latin; Italian	USA; UK; Spain; Germany; Morocco	5 wins & 14 nominations	7.2	39.0	63	47259055.0	20th Century Fox	6-May-05	2005	5	3769087.0	3358.0	5362.0	323.0	130000000	47398413	Fox	neutral	subjective	0.656960666	1.0	12911299	-24884293	40780780	20985241	20219876	8133748	12579404	13031627
1192	Kung Fu Panda	2008	PG	7	92	Animation; Action; Adventure	Mark Osborne; John Stevenson	Jack Black; Dustin Hoffman; Angelina Jolie; Ian McShane	Its the story about a lazy irreverent slacker panda named Po who is the biggest fan of Kung Fu aroundwhich doesnt exactly come in handy while working every day in his familys noodle shop Unexpectedly chosen to fulfill an ancient prophecy Pos dreams become reality when he joins the world of Kung Fu and studies alongside his idols the legendary Furious Five -- Tigress Crane Mantis Viper and Monkey -- under the leadership of their guru Master Shifu But before they know it the vengeful and treacherous snow leopard Tai Lung is headed their way and its up to Po to defend everyone from the oncoming threat Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths	English	USA	Nominated for 1 Oscar Another 14 wins & 37 nominations	7.6	87.0	73	215395021.0	Paramount Pictures	6-Jun-08	2008	6	1105152.0	94.0	1587.0	167.0	130000000	215434591	Paramount (DreamWorks)	neutral	subjective	0.499213755	1.0	-24497272	0	9159624	9575722	16178283	12706625	22280237	21139428
1193	Watchmen	2009	R	17	162	Action; Drama; Mystery	Zack Snyder	Malin Akerman; Billy Crudup; Matthew Goode; Jackie Earle Haley	In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown but after one of the masked veterans is brutally murdered an investigation into the killer is initiated The reunited heroes set out to prevent their own destruction but in doing so discover a deeper and far more diabolical plot	English	USA	11 wins & 22 nominations	7.6	64.0	56	107453620.0	Warner Bros. Pictures	6-Mar-09	2009	3	49680.0	4.0	52.0	6.0	130000000	107509799	Warner Bros.	neutral	objective	0.481910139	1.0	15292785	0	9159624	9575722	24135533	8133748	18199373	12943408
1194	Megamind	2010	PG	7	95	Animation; Action; Comedy	Tom McGrath	Will Ferrell; Brad Pitt; Tina Fey; Jonah Hill	After super-villain Megamind (Ferrell) kills his good-guy nemesis Metro Man (Pitt) he becomes bored since there is no one left to fight He creates a new foe Tighten (Hill) who instead of using his powers for good sets out to destroy the world positioning Megamind to save the day for the first time in his life	English	USA	2 wins & 16 nominations	7.3	72.0	63	148244405.0	Paramount Studios	5-Nov-10	2010	11	1020098.0	306.0	1313.0	74.0	130000000	148415853	Paramount (DreamWorks)	negative	subjective	0.951530457	1.0	83336845	0	9159624	9575722	18238142	12706625	-7228379	21139428
1195	Puss in Boots	2011	PG	7	90	Animation; Action; Adventure	Chris Miller	Antonio Banderas; Salma Hayek; Zach Galifianakis; Billy Bob Thornton	Years before meeting Shrek and Donkey the adorable but tricky Puss in Boots must clear his name from all charges making him a wanted fugitive While trying to steal magic beans from the infamous criminals Jack and Jill the hero crosses paths with his female match Kitty Softpaws who leads Puss to his old friend but now enemy Humpty Dumpty Memories of friendship and betrayal enlarges Puss doubt but he eventually agrees to help the egg get the magic beans Together the three plan to steal the beans get to the Giants castle nab the golden goose and clear Puss name	English; Spanish	USA	Nominated for 1 Oscar Another 9 wins & 42 nominations	6.7	84.0	65	149234747.0	DreamWorks/Paramount Studios	28-Oct-11	2011	10	6074150.0	623.0	7613.0	664.0	130000000	149260504	Paramount (DreamWorks)	neutral	subjective	0.550805807	1.0	48711917	0	15035100	9575722	16178283	12706625	3514560	21139428
1196	Prometheus	2012	R	17	124	Adventure; Mystery; Sci-Fi	Ridley Scott	Noomi Rapace; Michael Fassbender; Charlize Theron; Idris Elba	This film is set in 2093 and takes place in the same universe as the Alien movies A group of explorers including some archaeologists are on an undisclosed mission They arrive at a moon trillions of miles away from Earth The team spot what they believe to be signs of civilization They go to investigate and find more than just signs they find conclusive evidence But some of them have an ulterior motive for being there including the Weyland Corporation They believe that this is where the human race actually came from Things soon turn from excitement to survival once inside their discovery	English; Scottish Gaelic	USA; UK	Nominated for 1 Oscar Another 6 wins & 46 nominations	7.0	73.0	65	126464904.0	20th Century Fox	8-Jun-12	2012	6	6824097.0	9525.0	27904.0	705.0	130000000	126477084	Fox	positive	subjective	0.361001134	1.0	-55604622	-24884293	9159624	12012154	29374420	8133748	12579404	13031627
1197	After Earth	2013	PG-13	13	100	Action; Adventure; Sci-Fi	M. Night Shyamalan	Jaden Smith; Will Smith; Sophie Okonedo; Zoë Kravitz	One thousand years after cataclysmic events forced humanitys escape from Earth Nova Prime has become mankinds new home Legendary General Cypher Raige returns from an extended tour of duty to his estranged family ready to be a father to his 13-year-old son Kitai When an asteroid storm damages Cypher and Kitais craft they crash-land on a now unfamiliar and dangerous Earth As his father lies dying in the cockpit Kitai must trek across the hostile terrain to recover their rescue beacon His whole life Kitai has wanted nothing more than to be a soldier like his father Today he gets his chance	English	USA	3 wins & 8 nominations	4.9	11.0	33	60522097.0	Sony Pictures	31-May-13	2013	5	17124180.0	12657.0	40628.0	3393.0	130000000	60522097	Sony / Columbia	neutral	subjective	0.799127638	1.0	120692708	72899119	9159624	9575722	21403795	9899276	21745046	20441134
1198	G.I. Joe: Retaliation	2013	PG-13	13	110	Action; Adventure; Sci-Fi	Jon M. Chu	Dwayne Johnson; Jonathan Pryce; Byung-hun Lee; Elodie Yung	The GI Joe team is framed for crimes against the country by Zartan disguised as the President and Cobra Commander has all the world leaders under his influence with their advanced warheads headed towards innocent populaces around the world Outnumbered and outgunned the surviving team members form a plan with their original leader General Joseph Colton to rescue the President and face off Cobra Commander his accomplices and the world leaders	English	USA	1 win & 11 nominations	5.8	28.0	41	122512052.0	Paramount Pictures	29-Mar-13	2013	3	49099.0	1.0	48.0	9.0	130000000	122523060	Paramount	neutral	subjective	0.496455222	1.0	75595329	60013910	9159624	9575722	21403795	9899276	22280237	20132369
1199	The Hunger Games: Catching Fire	2013	PG-13	13	146	Action; Adventure; Mystery	Francis Lawrence	Jennifer Lawrence; Liam Hemsworth; Jack Quaid; Taylor St. Clair	Twelve months after winning the 74th Hunger Games Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victors Tour wherein they visit all the districts but before leaving Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta With both Katniss and Peeta declared the winners it is fueling a possible uprising He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger	English	USA	Nominated for 1 Golden Globe Another 22 wins & 66 nominations	7.5	89.0	76	336663349.0	Lionsgate Films	22-Nov-13	2013	11	32238143.0	50626.0	189152.0	4450.0	130000000	424668047	Lionsgate	neutral	subjective	0.47387141	1.0	83585058	20709717	9159624	9575722	27393960	9899276	17163082	10358090
1200	R.I.P.D.	2013	PG-13	13	96	Action; Adventure; Comedy	Robert Schwentke	Jeff Bridges; Ryan Reynolds; Kevin Bacon; Mary-Louise Parker	After Nick is murdered by his own partner he joins the Rest in Peace Department to protect the world from the undeads While working with his new partner many undeads are seen gathering in Boston Soon he realizes that someone close to him is behind all a plot to bring on the apocalypse	English	USA		5.6	13.0	25	33500000.0	Universal Pictures	19-Jul-13	2013	7	828015.0	627.0	2903.0	158.0	130000000	33618855	Universal	neutral	subjective	0.461778343	1.0	54928016	34707299	9159624	9575722	25538162	9899276	20852222	24540500
1201	Godzilla	2014	PG-13	13	123	Action; Adventure; Sci-Fi	Gareth Edwards	Aaron Taylor-Johnson; CJ Adams; Ken Watanabe; Bryan Cranston	In 1999 the Janjira nuclear plant was mysteriously destroyed with most hands lost including supervisor Joe Brodys colleague and wife Sandra Years later Joes son Ford a US Navy ordnance disposal officer must go to Japan to help his estranged father who obsessively searches for the truth of the incident In doing so father and son discover the disasters secret cause on the wrecks very grounds This enables them to witness the reawakening of a terrible threat to all of Humanity which is made all the worse with a second secret revival elsewhere Against this cataclysm the only hope for the world may be Godzilla but the challenge for the King of the Monsters will be great even as Humanity struggles to understand the destructive ally they have	English; Japanese	USA; Japan	6 wins & 31 nominations	6.4	74.0	62	172962996.0	Warner Bros. Pictures	16-May-14	2014	5	17183863.0	14093.0	71374.0	2707.0	130000000	136314294	Sony / Columbia	negative	subjective	0.802880526	1.0	-31267207	0	15893748	25379903	21403795	9899276	18199373	20441134
1202	Ant-Man	2015	PG-13	13	117	Action; Adventure; Comedy	Peyton Reed	Paul Rudd; Michael Douglas; Evangeline Lilly; Corey Stoll	Armed with the astonishing ability to shrink in scale but increase in strength con-man Scott Lang must embrace his inner-hero and help his mentor Dr Hank Pym protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats Against seemingly insurmountable obstacles Pym and Lang must plan and pull off a heist that will save the world	English	USA	Nominated for 1 BAFTA Film Award Another 3 wins & 32 nominations	7.3	82.0	64	138002223.0	Disney/Marvel	17-Jul-15	2015	7	703230.0	305.0	2363.0	17.0	130000000	180202163	Buena Vista	neutral	objective	0.689271986	1.0	37362026	0	9159624	9575722	25538162	9899276	0	24118945
1203	National Treasure: Book of Secrets	2007	PG	7	124	Action; Adventure; Family	Jon Turteltaub	Nicolas Cage; Justin Bartha; Diane Kruger; Jon Voight	While Ben Gates is presenting new information about John Wilkes Booth and the 18 pages missing from Booths diary a man by the name of Mitch Wilkinson stands up and presents a missing page of John Wilkes Booths diary Thomas Gates Bens great-grandfather is mentioned on the page It shows that Bens great-grandfather was a co-conspirator in Abraham Lincolns murder When doing more research the conspiracy takes Ben Abigail Chase and Riley Poole to Buckingham Palace (which they break into) They discover a plank that has early Native American writing on it The plank has only one symbol that Patrick Gates can identify The symbol is Cibola (see-bowl-uh) meaning the City of Gold In order to define the rest they have to go to Bens mother Patricks divorced wife After 32 years it brings back old arguments After that the other clue is in the Presidents desk in the Oval Office in the White House (which Ben and Abigail sneak into) to discover that the clue lies in The Presidents Book But in order to see the book their choice is either get elected president or kidnap the President of the United States Which do they choose? Its obvious With Wilkinson close on their tail they find the book in the Library of Congress The conspiracy then crosses to Mount Rushmore where the clue was on the hills but (according to the Book) President Calvin Coolidge had the faces carved in so no one can find the City of Gold When they get there they find out that they must work with Wilkinson since he has some clues of his own Who will claim Cibola? And will the name of Gates be known as murder?	English; French	USA	1 win & 5 nominations	6.5	36.0	48	219932519.0	Buena Vista Pictures	21-Dec-07	2007	12	17938.0	1.0	8.0	2.0	130000000	219964115	Buena Vista	neutral	subjective	0.88972646	1.0	222544479	35914167	14027331	9575722	32675007	12706625	28777378	24118945
1204	War of the Worlds	2005	PG-13	13	116	Adventure; Sci-Fi; Thriller	Steven Spielberg	Tom Cruise; Dakota Fanning; Miranda Otto; Justin Chatwin	Ray Ferrier (Cruise) is a divorced dockworker and less-than-perfect father When his ex-wife and her new husband drop off his teenage son Robbie and young daughter Rachel for a rare weekend visit a strange and powerful lightning storm suddenly touches down What follows is the extraordinary battle for the future of humankind through the eyes of one American family fighting to survive it in this contemporary retelling of HG Wells seminal classic sci-fi thriller	English	USA	Nominated for 3 Oscars Another 14 wins & 44 nominations	6.5	74.0	73	234141872.0	Paramount Pictures	29-Jun-05	2005	6	682783.0	366.0	2101.0	88.0	132000000	234280354	Paramount	neutral	subjective	0.579185307	1.0	20471476	31146256	9159624	9575722	27152204	9899276	22280237	20132369
1205	Penguins of Madagascar	2014	PG	7	92	Animation; Adventure; Comedy	Eric Darnell; Simon J. Smith	Tom McGrath; Chris Miller; Christopher Knights; Conrad Vernon	Super spy teams arent borntheyre hatched Discover the secrets of the greatest and most hilarious covert birds in the global espionage biz: Skipper Kowalski Rico and Private These elitists of the elite are joining forces with a chic undercover organization The North Wind Led by handsome and husky Agent Classified (we could tell you his name but thenyou know) Together they must stop the villainous Dr Octavius Brine from destroying the world as we know it	English	USA	1 win & 7 nominations	6.7	73.0	53	70727688.0	DreamWorks Animation	26-Nov-14	2014	11	1480476.0	11.0	3257.0	207.0	132000000	83350911	Fox	positive	subjective	0.872131765	1.0	0	0	9159624	9575722	22293110	12706625	0	13031627
1206	Stealth	2005	PG-13	13	121	Action; Adventure; Sci-Fi	Rob Cohen	Josh Lucas; Jessica Biel; Jamie Foxx; Sam Shepard	In the near future the Navy develops a fighter jet piloted by an artificial intelligence computer The jet is placed on an aircraft carrier in the Pacific to learn combat manuevers from the human pilots aboard But when the computer develops a mind of its own its the humans who are charged with stopping it before it incites a war	English; Korean; Russian; Spanish	USA	2 nominations	5.0	13.0	35	31704416.0	Columbia Pictures	29-Jul-05	2005	7	26755.0	5.0	70.0	10.0	135000000	32116746	Sony / Columbia	neutral	subjective	0.801073849	1.0	4051252	31423380	45381204	9575722	21403795	9899276	12442899	20441134
1207	Miami Vice	2006	R	17	134	Action; Crime; Thriller	Michael Mann	Colin Farrell; Jamie Foxx; Li Gong; Naomie Harris	Ricardo Tubbs is urbane and dead smart He lives with Bronx-born Intel analyst Trudy as they work undercover transporting drug loads into South Florida to identify a group responsible for three murders Sonny Crockett [to the untrained eye his presentation may seem unorthodox but procedurally he is sound] is charismatic and flirtatious until - while undercover working with the supplier of the South Florida group - he gets romantically entangled with Isabella the Chinese-Cuban wife of an arms and drugs trafficker The best undercover identity is oneself with the volume turned up and restraint unplugged The intensity of the case pushes Crockett and Tubbs out onto the edge where identity and fabrication become blurred where cop and player become one - especially for Crockett in his romance with Isabella and for Tubbs in the provocation of an assault on those he loves	English; Spanish	USA; Germany; Paraguay; Uruguay	1 win & 9 nominations	6.0	47.0	65	63400000.0	Universal Pictures	28-Jul-06	2006	7	21349.0	0.0	31.0	1.0	135000000	63450470	Universal	neutral	subjective	0.63348937	1.0	5273291	0	15035100	17808743	18416293	8133748	20852222	24540500
1208	Rango	2011	PG	7	107	Animation; Adventure; Comedy	Gore Verbinski	Johnny Depp; Isla Fisher; Abigail Breslin; Ned Beatty	Rango is a pet chameleon always on the lookout for action and adventure except the fake kind where he directs it and acts in it After a car accident he winds up in an old western town called Dirt What this town needs the most is water but they also need a hero and a sheriff The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water	English	USA	Won 1 Oscar Another 45 wins & 24 nominations	7.2	87.0	75	123188232.0	Paramount Pictures	4-Mar-11	2011	3	10594320.0	2318.0	12652.0	904.0	135000000	123477607	Paramount	neutral	subjective	0.383708417	1.0	-3599352	-20705119	9159624	9575722	22293110	12706625	22280237	20132369
1209	The Croods	2013	PG	7	98	Animation; Action; Adventure	Kirk De Micco; Chris Sanders	Nicolas Cage; Emma Stone; Ryan Reynolds; Catherine Keener	The Croods are an eccentric family of cavemen who survive the harsh terrain by living accordingly to a strict set of rules But when their home is destroyed in the wake of an impending disaster known as The End they are forced to leave their home of shelter and security and into the wilderness of the unknown to find a new home	English	USA	Nominated for 1 Oscar Another 5 wins & 44 nominations	7.2	72.0	55	187165546.0	20th Century Fox	22-Mar-13	2013	3	8178174.0	1122.0	10285.0	1262.0	135000000	187168425	Fox	neutral	subjective	0.481638432	1.0	111600364	-6894032	9159624	9575722	16178283	12706625	12579404	13031627
1210	The Revenant	2015	R	17	156	Adventure; Drama; History	Alejandro G. Iñárritu	Leonardo DiCaprio; Tom Hardy; Domhnall Gleeson; Will Poulter	While exploring the uncharted wilderness in 1823 legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack When his hunting team leaves him for dead Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt Grief-stricken and fueled by vengeance Glass treks through the wintry terrain to track down John Fitzgerald the former confidant who betrayed and abandoned him	English; Pawnee; French	USA; Hong Kong; Taiwan	Won 3 Oscars Another 86 wins & 181 nominations	8.0	80.0	76		20th Century Fox	25-Dec-15	2015	12	25373932.0	8018.0	63963.0	2850.0	135000000	183637894	Fox	neutral	subjective	0.763278246	1.0	-43223957	14302837	14027331	10584180	16420440	8133748	12579404	13031627
