X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
562,"Hail, Caesar!",2016,PG-13,13,106,Comedy; Mystery,Ethan Coen; Joel Coen,Josh Brolin; George Clooney; Alden Ehrenreich; Ralph Fiennes,Hail Caesar! Follows a day in the life of Eddie Mannix a Hollywood fixer for Capitol Pictures in the 1950s who cleans up and solves problems for big names and stars in the industry But when studio star Baird Whitlock disappears Mannix has to deal with more than just the fix,English,UK; Japan; USA,Nominated for 1 Oscar Another 11 wins & 38 nominations,6.3,85,72,27927631,Universal Pictures,5-Feb-16,2016,2,10573522,2505,21751,1928,22000000,30498085,Universal,positive,objective,0.470143974,1,23761884,72948048,9159624,27816335,24331030,9899276,20852222,24540500,17.233174452721215,5522.507129918439,9.9874150124714145,7.564238475170491,1928,11.281639004149378
563,Diary of a Wimpy Kid: The Long Haul,2017,PG,7,91,Comedy; Family,David Bowers,Jason Drucker; Alicia Silverstone; Tom Everett Scott; Charlie Wright,A Heffley family road trip to attend Meemaws 90th birthday party goes hilariously off course thanks to Gregs newest scheme to get to a video gaming convention This family cross-country adventure turns into an experience the Heffleys will never forget,English,USA,NA,4.3,20,39,20737440,20th Century Fox,19-May-17,2017,5,2635547,18180,10917,49449,22000000,20738724,Fox,positive,objective,0.911510289,1,14442858,-1261276,9159624,9575722,29612077,12706625,12579404,13031627,16.847513235247156,4553.978919582303,9.29807648628027,10.808697114399466,49449,0.22077291755141662
564,"Roman J. Israel, Esq.",2017,PG-13,13,122,Crime; Drama,Dan Gilroy,Denzel Washington; Colin Farrell; Carmen Ejogo; Lynda Gravatt,INNER CITY is a dramatic thriller set in the underbelly of the overburdened Los Angeles criminal court system Denzel Washington stars as Roman Israel a driven idealistic defense attorney who through a tumultuous series of events finds himself in a crisis that leads to extreme action Colin Farrell costars as the monied cutthroat lawyer who recruits Roman to his firm,English,USA,Nominated for 1 Oscar Another 1 win & 7 nominations,6.4,51,58,11887893,Sony Pictures,17-Nov-17,2017,11,2253518,260,2194,156,22000000,11962778,Sony / Columbia,positive,subjective,0.475502729,1,20534502,6921997,9159624,9575722,8341636,9899276,21745046,20441134,16.297310553762763,3458.7249095584343,7.693481640835175,5.049856007249537,156,14.064102564102564
565,Just Getting Started,2017,PG-13,13,91,Action; Comedy,Ron Shelton,Morgan Freeman; Tommy Lee Jones; Rene Russo; Joe Pantoliano,A two-hander action comedy in the vein of Midnight Run (1988) about an ex-FBI Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit,English,USA,NA,4,5,21,NA,Broad Green Pictures,8-Dec-17,2017,12,2293639,34,366,89,22000000,6069605,Broad Green Pictures,neutral,objective,0.650319278,1,-28686590,-15930395,9159624,9575722,16360405,9899276,-15230694,-12964739,15.618804086783177,2463.656834869662,5.902633333401366,4.48863636973214,89,4.112359550561798
566,The Game Plan,2007,PG,7,110,Comedy; Family; Sport,Andy Fickman,Dwayne Johnson; Madison Pettis; Kyra Sedgwick; Roselyn Sanchez,Joe Kingman is a huge football star Hes got women money and a good career Everything is perfect for him Then one day an 8 year old girl shows up at his door telling him that shes his daughter from a past relationship Once he has proof that she is for a fact his he tries but fails miserably at parenting From problems such as his super speedy car with no backseat to leaving her in a bar at 3 am hes got a lot to deal with Eventually though she gets him (and his football team) wrapped around her finger When she has a near-death experience and Joe finds out her mother died early that year he wants her to move and live with him Her aunt though disagrees and takes her home Joe has to play the game of his life and when hes injured and things dont look good for him his daughter comes out and gets him right back on the field,English,USA,3 nominations,6.2,29,44,90547946,Buena Vista Pictures,28-Sep-07,2007,9,1798469,328,2289,112,22000000,90648202,Buena Vista,positive,subjective,0.980764151,1,187014704,36965667,9159624,9575722,41892937,12706625,28777378,24118945,18.32249666044002,9520.93493308299,7.735870319952567,4.718498871295094,112,20.4375
567,Mad Money,2008,PG-13,13,104,Comedy; Crime; Thriller,Callie Khouri,Diane Keaton; Ted Danson; Katie Holmes; Adam Rothenberg,Don and Bridget Cardigans upper middle class lifestyle is threatened since Don who has been out of work for a year seems to have given up looking for a job and housewife Bridget has been out of the workforce for most of her life They are close to $300000 in debt Finding out this information Bridget comes to the conclusion that she needs to get a job - any job - that at least provides them with some benefits She reluctantly takes a job as a janitor at the Federal Reserve Bank of Kansas City Almost immediately Bridget is enthralled with all the old worn out money that is being shredded She comes up with a plan to get her old lifestyle back by stealing much of that money which she believes is an easy job since the locks used on the money carts are standard equipment and as she notices that no one ever checks the garbage as she goes about her work Her plan needs the cooperation of one person who works the shredder and one person who pushes the carts of money The two people she co-opts are single mom Nina Brewster and diabetic trailer living and constant music listening Jackie Truman Jackie is easy to convince but Nina is only convinced when Bridget brings it to her attention that the money would allow her to provide a better education to her two bright sons Nina vows to kill Bridget if she ever loses her children because of this scheme As the three woman progress with the plan it is threatened by: the banks head of security a man named Glover who believes it is impossible to steal money from the reserve another security guard at the reserve named Barry who seems to be attracted to Nina Jackies working class husband Bob who is not used to having money Don a conservative man who cant understand being on the wrong side of the law and Bridget herself who seems to be increasingly focused on getting more and more money with no end in sight which seems to be diverging from the priorities of her two accomplices,English,USA,2 nominations,5.8,22,41,20536106,Overture Films,18-Jan-08,2008,1,30418,3,27,5,22000000,20668843,Overture Films,negative,subjective,0.842608213,1,9809781,-1331157,9159624,9575722,24531120,9899276,1408577,570493,16.844137955248534,4546.299924114114,3.295836866004329,1.6094379124341003,5,5.4
568,Son of God,2014,PG-13,13,138,Biography; Drama; History,Christopher Spencer,Diogo Morgado; Greg Hicks; Adrian Schiller; Darwin Shaw,The life story of Jesus is told from his humble birth through his teachings crucifixion and ultimate resurrection,English; Hebrew,USA,2 wins & 1 nomination,5.7,21,37,46305287,20th Century Fox,28-Feb-14,2014,2,3502039,4699,19156,1669,22000000,59700064,Fox,neutral,subjective,0.641576588,0.999999881,150800256,37700064,20369297,9575722,12254326,9899276,12579404,13031627,17.904843650389058,7726.581650380716,9.8603712614625,7.419979923661835,1669,11.477531455961653
569,Mr. Woodcock,2007,PG-13,13,87,Comedy; Romance; Sport,Craig Gillespie,Billy Bob Thornton; Seann William Scott; Susan Sarandon; Amy Poehler,Fatherless John Farleys youth frustration even trauma like many his school kids in his Nebraska small town home was the constant abuse and humiliation in sadistic Jasper Woodcocks gym class After college doting son John became a motivational bestseller author and returns during a book signing tour to receive the backwaters highest honor To Johns horror his devoted mother Beverly announces her plans to marry the hated coach and hes to be celebrated on the same event as John Only ridiculous fatso Nedderman and his strange brother try to help Farley stop Woodcock but that keeps backfiring,English,USA,NA,5.1,13,41,25769067,New Line Cinema,14-Sep-07,2007,9,16845,1,19,1,22000000,25799486,New Line,negative,objective,0.933683872,1,26233111,4532408,9159624,9575722,34287939,9899276,11056127,6926138,17.06586512721277,5079.319442602523,2.9444389791664403,0,1,19
570,The Wedding Ringer,2015,R,17,101,Comedy,Jeremy Garelick,Kevin Hart; Josh Gad; Affion Crockett; Kaley Cuoco,Doug Harris (Josh Gad) is a lovable but socially awkward groom-to-be with a problem: he has no best man With less than two weeks to go until he marries the girl of his dreams (Kaley Cuoco-Sweeting) Doug is referred to Jimmy Callahan (Kevin Hart) owner and CEO of Best Man Inc a company that provides flattering best men for socially challenged guys in need What ensues is a hilarious wedding charade as they try to pull off the big con and an unexpected budding bromance between Doug and his fake best man Jimmy,English; Ukrainian,USA,2 wins & 4 nominations,6.7,28,35,NA,Sony/Screen Gems,16-Jan-15,2015,1,3358941,382,4060,355,23000000,64460211,Sony / Screen Gems,negative,subjective,0.754111648,1,115670020,41460211,16312415,9575722,11237616,8133748,17168865,20762074,17.98155870769402,8028.7116650182425,8.308938252595778,5.872117789475416,355,11.43661971830986
571,Eddie the Eagle,2016,PG-13,13,106,Biography; Comedy; Drama,Dexter Fletcher,Tom Costello; Jo Hartley; Keith Allen; Dickon Tolson,Inspired by true events Eddie the Eagle is a feel-good story about Michael Eddie Edwards (Taron Egerton) an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out With the help of a rebellious and charismatic coach (played by Hugh Jackman) Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics From producers of Kingsman: The Secret Service Eddie the Eagle stars Taron Egerton as Eddie the loveable underdog with a never say die attitude,English; German; Norwegian,UK; Germany; USA,2 wins & 8 nominations,7.4,80,54,20047049,20th Century Fox,26-Feb-16,2016,2,62025,40,631,12,23000000,15789389,Fox,neutral,subjective,0.77301687,1,-28842444,-7210611,13428382,20245175,22168589,9899276,12579404,13031627,16.574848690106318,3973.586415318031,6.447305862541213,2.4849066497880004,12,52.583333333333336
572,In the Valley of Elah,2007,R,17,121,Crime; Drama; Mystery,Paul Haggis,Tommy Lee Jones; Charlize Theron; Jason Patric; Susan Sarandon,In Monroe Tennessee Hank Deerfield an aging warrior gets a call that his son just back from 18 months fighting in Iraq is missing from his base Hank drives to Fort Rudd New Mexico to search Within a day the charred and dismembered body of his son is found on the outskirts of town Deerfield pushes himself into the investigation marked by jurisdictional antagonism between the Army and local police Working mostly with a new detective Emily Sanders Hank seems to close in on what happened Major smuggling? A drug deal gone awry? Credit card slips some photographs and video clips from Iraq may hold the key If Hank gets to the truth what will it tell him?,English,USA,Nominated for 1 Oscar Another 2 wins & 17 nominations,7.2,73,65,6585535,Warner Independent Pictures,14-Sep-07,2007,9,9022,0,13,0,23000000,6777741,Warner Independent,neutral,subjective,0.570775926,1,-19495940,-12536804,9159624,9575722,21435050,8133748,-9319999,-9319999,15.729154418557135,2603.409495258093,2.5649493574615367,-Inf,1,13
573,The Longshots,2008,PG,7,94,Biography; Comedy; Drama,Fred Durst,Ice Cube; Keke Palmer; Tasha Smith; Jill Marie Jones,The true story of Jasmine Plummer who at the age of eleven became the first female to play in Pop Warner football tournament in its 56-year history,English,USA,2 nominations,5.2,41,52,11389715,The Weinstein Company,22-Aug-08,2008,8,52401,3,50,7,23000000,11537046,MGM (Weinstein),neutral,objective,0.667333663,1,-55850,-11462954,9159624,9575722,22168589,12706625,4896905,4520611,16.261073807073185,3396.622734423121,3.912023005428146,1.9459101490553132,7,7.142857142857143
574,The Ides of March,2011,R,17,101,Drama; Thriller,George Clooney,Ryan Gosling; George Clooney; Philip Seymour Hoffman; Paul Giamatti,Stephen Meyers is a young idealist whos brilliant at communications is second in command of Governor Mike Morriss presidential campaign and is a true believer In the middle of the Ohio primary the campaign manager of Morriss opponent asks Meyers to meet he offers him a job At the same time Morriss negotiations for the endorsement of the man in third place a North Carolina Senator hit a snag A young campaign intern Molly Stearns gets Stephens romantic attention Republicans have a trick up their sleeve Stephen may be too trusting and Molly has a secret Whats most important career victory or virtue?,English,USA,Nominated for 1 Oscar Another 9 wins & 34 nominations,7.1,84,67,40962534,Sony Pictures,7-Oct-11,2011,10,2283543,367,2397,146,23000000,40962534,Sony / Columbia,positive,subjective,0.964409232,1,23844249,-9296116,9159624,9575722,16790528,8133748,21745046,20441134,17.528168402016327,6400.197965688249,7.781973234434385,4.983606621708336,146,16.41780821917808
575,Breach,2007,PG-13,13,110,Biography; Crime; Drama,Billy Ray,Chris Cooper; Ryan Phillippe; Laura Linney; Caroline Dhavernas,In February 2001 Robert Hanssen a senior agent with 25 years in the FBI is arrested for spying Jump back two months: Eric ONeill a computer specialist who wants to be made an agent is assigned to clerk for Hanssen and to write down everything Hanssen does ONeills told its an investigation of Hanssens sexual habits Within weeks the crusty Hanssen a devout Catholic has warmed to ONeill who grows to respect Hanssen ONeills wife resents Hanssens intrusiveness the personal and professional stakes get higher How they catch Hanssen and why he spies become the films story Can ONeill help catch red-handed the worst spy in history and hold onto his personal life?,English; Russian; Arabic; Latin,USA,1 win & 2 nominations,7,84,74,32958840,Universal Studios,16-Feb-07,2007,2,199533,26,109,12,23000000,33231264,Universal,neutral,subjective,0.511614203,1,46396857,10231264,42355752,9575722,13353279,9899276,27013117,24540500,17.3190016775249,5764.656451168621,4.6913478822291435,2.4849066497880004,12,9.083333333333334
576,The Secret World of Arrietty,2010,G,1,94,Animation; Adventure; Family,Hiromasa Yonebayashi,Moises Arias; Bridgit Mendler; David Henrie; Will Arnett,14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items that they borrow from the houses human inhabitants However life changes for the Clocks when a human boy discovers Arrietty,English; French; Japanese,Japan,11 wins & 6 nominations,7.6,94,80,19192510,Walt Disney Pictures,17-Feb-12,2012,2,125053,298,715,27,23000000,19202743,Buena Vista,neutral,subjective,0.395108223,1,-23399876,-3797257,20761455,15804181,29429955,18385330,24295569,24118945,16.77056369137717,4382.0934494827925,6.5722825426940075,3.295836866004329,27,26.48148148148148
577,Zombieland,2009,R,17,88,Adventure; Comedy; Horror,Ruben Fleischer,Jesse Eisenberg; Woody Harrelson; Emma Stone; Abigail Breslin,Searching for family In the early twenty-first century zombies have taken over America A shy and inexperienced college student in Texas has survived by following his 30 rules: such as look in the back seat double-tap avoid public restrooms He decides to travel to Ohio to see if his parents are alive He gets a ride with a boisterous zombie-hating good-old boy headed for Florida and soon they confront a young woman whose sister has been bitten by a zombie and wants to be put out of her misery The sisters were headed to an LA amusement park theyve heard is zombie free Can the kid from Ohio get to his family? And what about rule thirty one?,English,USA,9 wins & 28 nominations,7.7,90,73,75590286,Sony Pictures/Columbia,2-Oct-09,2009,10,2569380,669,5479,296,23600000,75590286,Sony / Columbia,neutral,subjective,0.732243359,1,81406049,30522105,9159624,9575722,38682813,8133748,19319035,20441134,18.140838340830456,8694.267421698047,8.608677881538416,5.69035945432406,296,18.510135135135137
578,Rocky Balboa,2006,PG,7,102,Drama; Sport,Sylvester Stallone,Sylvester Stallone; Burt Young; Antonio Tarver; Geraldine Hughes,When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa reigning heavyweight titleholder Mason Dixon retaliates by challenging the Itallian Stallion to a nationally televised 10-round exhibition bout To the surprise of his son and friends Rocky agrees to come out of retirement and face an opponent whos faster stronger and thirty years his junior With the odds stacked firmly against him Rocky takes on Dixon in what will become the greatest fight in boxing history a hard-hitting action-packed battle of the ages,English; Spanish,USA,3 nominations,7.2,76,63,70147850,MGM,20-Dec-06,2006,12,1108043,260,3266,96,24000000,70270943,MGM,positive,subjective,0.686193883,1,148423598,19512524,15035100,9575722,18200190,12706625,2878820,2869539,18.067868942745335,8382.77656865552,8.09132127353041,4.564348191467836,96,34.020833333333336
579,Zack and Miri Make a Porno,2008,R,17,101,Comedy; Romance,Kevin Smith,Elizabeth Banks; Seth Rogen; Craig Robinson; Gerry Bednob,Zack and Miri are two lifelong platonic friends who make an adult film to pay the rent of their apartment With their friend Delaney the couple set out for auditionees for their porn film but in the process of filming they realize they feel more for each other than they had before,English,USA,2 wins & 4 nominations,6.6,65,56,31382624,The Weinstein Company,31-Oct-08,2008,10,56900,2,60,7,24000000,31457946,Weinstein Company,neutral,subjective,0.481022328,1,53475496,4566203,9159624,9575722,22007079,8133748,4896905,4433571,17.26416216420677,5608.73836080807,4.0943445622221,1.9459101490553132,7,8.571428571428571
580,Faster,2010,R,17,98,Action; Crime; Drama,George Tillman Jr.,Dwayne Johnson; Mauricio Lopez; Jim Gaines; Tom Berenger,A lone man recently released from prison seeks out the people from his past who he believes betrayed him While he forces each to atone for their sins he must also face what meting out vengeance will do to his immortal soul Meanwhile hes not the only one looking to settle old scores Hired by the man responsible for the events which lead him to prison an eccentric contract killer follows his every move Scenes of them crossing paths sometimes violently are interspersed with the assassins self-realizations of how to deal with struggles within his own life As if old enemies & hired guns arent enough a young female detective begrudgingly works alongside a veteran investigator looking to simply survive his last two weeks on the force before retirement as they seek out the brazen ex-con who has been blazing a path of gasoline-powered destruction in his vintage Chevelle,English,USA,5 nominations,6.5,42,44,23225911,CBS Films,24-Nov-10,2010,11,6947044,1500,6072,335,24000000,23240020,CBS Films,neutral,subjective,0.69117558,1,27846806,1343068,9159624,9575722,13464425,8133748,11551473,11551473,16.961386350532813,4820.790391626668,8.711443319075466,5.814130531825066,335,18.12537313432836
581,Think Like a Man Too,2014,PG-13,13,106,Comedy; Romance,Tim Story,Adam Brody; Michael Ealy; Jerry Ferrara; Meagan Good,In the highly anticipated sequel which was inspired by Steve Harveys best-selling book Act Like a Lady Think Like a Man all the couples are back for a wedding in Las Vegas But plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event,English,USA,2 wins & 4 nominations,5.8,23,38,NA,Sony Pictures,20-Jun-14,2014,6,9254110,2245,21894,3182,24000000,65182182,Sony / Screen Gems,neutral,subjective,0.467889071,1,154533530,43077262,9159624,9575722,22007079,9899276,21745046,20762074,17.992696707339906,8073.548290559734,9.993967905664503,8.065265208897733,3182,6.880578252671276
582,Going in Style,2017,PG-13,13,96,Comedy; Crime,Zach Braff,Michael Caine; Richie Moriarty; Josh Pais; John Ortiz,A reboot of the 1979 movie that was directed by Martin Brest and featured George Burns Art Carney and Lee Strasberg Three seniors who are living social security check to check and even reduced to eating dog food at times decide they have had enough So they plan to rob a bankproblem is they dont even know how to handle a gun! A social commentary on growing old in America and what we are sometimes driven to due to circumstances,English,USA,NA,6.6,90,50,NA,Warner Bros. Pictures,7-Apr-17,2017,4,5072335,926,18695,697,24000000,26869286,Warner Bros.,neutral,subjective,0.726164937,1,7091528,230292,9159624,9575722,13659922,9899276,18199373,12943408,17.106494407853063,5183.559201938375,9.836011387411213,6.546785410760524,697,26.82209469153515
583,Foxcatcher,2014,R,17,134,Biography; Drama; Sport,Bennett Miller,Steve Carell; Channing Tatum; Mark Ruffalo; Sienna Miller,Based on true events Foxcatcher tells the dark and fascinating story of the unlikely and ultimately tragic relationship between an eccentric multi-millionaire and two champion wrestlers When Olympic Gold Medal winning wrestler Mark Schultz (Channing Tatum) is invited by wealthy heir John du Pont (Steve Carell) to move on to the du Pont estate and help form a team to train for the 1988 Seoul Olympics at his new state-of-the-art training facility Schultz jumps at the opportunity hoping to focus on his training and finally step out of the poverty striken situation Olympic caliber athletes like he and his revered brother Dave (Mark Ruffalo) Driven by hidden needs du Pont sees backing Schultzs bid for Gold and the chance to coach a world-class wrestling team as an opportunity to gain the elusive respect of his peers and more importantly his disapproving mother (Vanessa Redgrave) Trapped in du Ponts majestic but suffocating world Mark comes to see his benefactor as an egotistical arrogant and selfish megalomaniac and grows increasingly contemptuous Though initially supportive du Ponts mercurial personality turns and he begins to lure Mark into an unhealthy lifestyle that threatens to undermine his training Soon du Ponts erratic behavior and threatening psychological game-play begin to erode the athletes environment stability and motivation Meanwhile du Pont becomes fixated on Dave who exudes the confidence du Pont lacks du Pont eventually realizes he is unable to buy the respect he so desperately desires from the worlds greatest wrestlers Fueled by du Ponts increasing paranoia and alienation from the brothers the trio is propelled towards a tragedy no one could have foreseen,English; French,USA,Nominated for 5 Oscars Another 12 wins & 74 nominations,7,88,81,9744477,Sony Pictures Classics,14-Nov-14,2014,11,20497,1,10,1,24000000,12096300,Sony Classics,negative,subjective,0.647197247,1,13169161,11817440,14027331,9575722,23211833,8133748,-1688477,-1096370,16.3084101786812,3477.97354791551,2.302585092994046,0,1,10
584,Lords of Dogtown,2005,PG-13,13,107,Biography; Drama; Sport,Catherine Hardwicke,John Robinson; Emile Hirsch; Rebecca De Mornay; William Mapother,A fictionalized take on the group of brilliant young skateboarders raised in the mean streets of Dogtown in Santa Monica California The Z-Boys as they come to be known perfect their craft in the empty swimming pools of unsuspecting suburban homeowners pioneering a thrilling new sport and eventually moving into legend,English; Spanish,USA; Germany,1 win & 7 nominations,7.1,55,56,11008432,Sony Pictures Entertainment,3-Jun-05,2005,6,2683,0,4,0,25000000,11273517,Sony / Columbia,positive,subjective,0.884518206,1,-20830149,45901844,15035100,17808743,23211833,9899276,-1340189,20441134,16.237966904768715,3357.6058434545293,1.3862943611198906,-Inf,1,4
585,Nanny McPhee,2005,PG,7,97,Comedy; Family; Fantasy,Kirk Jones,Emma Thompson; Colin Firth; Kelly Macdonald; Thomas Brodie-Sangster,Mr Cedric Brown has just lost his wife and is now left with his seven children who misbehave so much that all the nannies have run away Now he is told by a mysterious voice that he should get Nanny McPhee who is a magical woman with special powers,English,USA; UK; France,3 wins & 4 nominations,6.6,73,59,47124400,Universal Pictures,27-Jan-06,2006,1,16490,0,7,1,25000000,47144110,Universal,negative,subjective,0.902302206,1,48711650,31916857,9159624,16829699,29230478,12706625,20852222,24540500,17.668719638773933,6866.156858097548,1.9459101490553132,0,1,7
586,BloodRayne,2005,R,17,95,Action; Adventure; Fantasy,Uwe Boll,Kristanna Loken; Michael Madsen; Matthew Davis; Will Sanderson,In the Eighteenth Century Rayne is the half-human half-vampire Dhampir and the lead attraction in a carnivals freak-show in Romania When she escapes she meets a fortuneteller that tells that her mother was raped by the king of the vampires Kagan and she decides to destroy her father In her journey for revenge she meets Vladimir and Sebastian the leaders of the fortress of vampire hunters Brimstone and she joins their society She seeks for powerful talismans to defeat Kagan while the skilled warriors Vladimir and Sebastian train her to face the forces of Kagan and her human side falls in love with Sebastian,English,Germany; USA,4 wins & 11 nominations,2.9,4,18,155e4,Fantastic Films International,6-Jan-06,2006,1,831394,359,457,226,25000000,2405420,Romar Entertainment,neutral,subjective,0.651919484,1,-90378320,-18708005,9159624,17808743,13918947,8133748,-22594580,-22594580,14.693235082449513,1550.9416494504235,6.124683390894205,5.420534999272286,226,2.02212389380531
587,Final Destination 3,2006,R,17,93,Fantasy; Horror; Mystery,James Wong,Mary Elizabeth Winstead; Ryan Merriman; Kris Lemche; Alexz Johnson,When Wendy Christensen has a vision of an accident on the roller coaster resulting in her and her friends deaths she instantly begins to panic and gets off the ride causing a few of her friends to get off as well The remaining friends including Wendys boyfriend are stuck on the roller coaster and find themselves involved in the accident With death waiting around the corner Wendy and Kevin Fischer must try and work out deaths plan before they and the remaining survivors end up dead,English,Germany; USA; Canada,6 nominations,5.8,43,41,541e5,New Line Cinema,10-Feb-06,2006,2,16600,0,15,1,25000000,54098051,New Line,negative,subjective,0.604146957,1,119313368,29098051,9159624,26515417,30979256,8133748,11056127,6926138,17.80630871728976,7355.137728146225,2.70805020110221,0,1,15
588,1408,2007,PG-13,13,104,Drama; Horror,Mikael Håfström,John Cusack; Paul Birchard; Margot Leicester; Walter Lewis,The cynical and skeptical writer Mike Enslin writes books evaluating supernatural phenomena in hotels graveyards and other haunted places usually debunking the mystery While writing his latest book he travels from Los Angeles to New York to spend one night in the Dolphin Hotels posessed room 1408 which is permanently unavailable for guests The reluctant manager Mr Gerald Olin objects to his request and offers an upgrade expensive booze and finally relates the death of more than fifty guests over decades in the cursed room However Mike threatens Mr Olin promising to sue the hotel and is finally allowed to check into the room Later in the night he finds that guests of room 1408 once they have checked in might never leave the room alive,English,USA,4 wins & 9 nominations,6.8,79,64,71912310,MGM/Dimension,22-Jun-07,2007,6,1370884,467,2681,108,25000000,71985628,MGM (Weinstein),neutral,subjective,0.905034363,1,143242608,19019112,9159624,9575722,24186770,9899276,46985628,4520611,18.09197704594427,8484.434453751175,7.893945138235959,4.68213122712422,108,24.824074074074073
589,There Will Be Blood,2007,R,17,158,Drama,Paul Thomas Anderson,Daniel Day-Lewis; Martin Stringer; Matthew Braden Stringer; Jacob Stringer,The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California presents miner-turned-oilman Daniel Plainview a driven man who will do whatever it takes to achieve his goals He works hard but also takes advantage of those around him at their expense if need be His business partner/son (HW) is in reality an acquired child whose true biological single-parent father (working on one of Daniels rigs) died in a workplace accident Daniel is deeply protective of HW if only for what HW brings to the partnership Eli Sunday is one in a pair of twins whose family farm Daniel purchases for the major oil deposit located on it Eli a local preacher and a self-proclaimed faith healer wants the money from the sale of the property to finance his own church The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast and as Eli tries to build his own religious empire,English; American Sign Language,USA,Won 2 Oscars Another 106 wins & 136 nominations,8.1,91,93,40133435,Paramount Vantage,26-Dec-07,2007,12,1002968,463,2960,88,25000000,40222514,Paramount Vantage,neutral,subjective,0.546750784,1,45719650,-8016925,38433374,9575722,5919330,8133748,-1097270,-3611204,17.50993744657116,6342.122200021063,7.992944547318106,4.477336814478207,88,33.63636363636363
590,The House Bunny,2008,PG-13,13,97,Comedy; Romance,Fred Wolf,Anna Faris; Colin Hanks; Emma Stone; Kat Dennings,Finding family Shelley Darlingson was raised in an orphanage finally happy when she blossoms into a fox and moves into the Playboy Mansion Unfortunately shes summarily expelled on her 27th birthday(shes now too old) In desperation she takes a job as house mother for a sorority of misfits losing their house for lack of members They have but a few months to find 30 pledges or a sorority of mean girls will take over their place Shelley figures that girls will pledge a house that boys find interesting so she sets out to make the Zetas alluring not act too smart and host great parties Can she succeed and what about her own makeover? Sabotage is everywhere plus its hard to be ones self,English,USA,2 nominations,5.5,43,55,48237389,Sony Pictures/Columbia,22-Aug-08,2008,8,2087827,170,2749,80,25000000,48237389,Sony / Columbia,positive,subjective,0.979947686,1,62601508,4906335,9159624,9575722,22007079,9899276,19319035,20441134,17.691644983711086,6945.314175759078,7.918992488165245,4.382026634673881,80,34.3625
591,Igor,2008,PG,7,87,Animation; Comedy; Family,Tony Leondis,John Cusack; Myleene Klass; Robin Howard; Matt McKenna,In a world filled with Mad Scientists and Evil Inventions one talented evil scientists hunch-backed lab assistant has big dreams of becoming a Mad Scientist himself and winning the annual Evil Science Fair,English,USA; France,1 nomination,6,37,40,19420496,MGM,19-Sep-08,2008,9,35874,2,14,3,25000000,19528602,MGM,positive,subjective,0.793238044,1,-14128470,15309057,9159624,14393267,31489814,12706625,2878820,2869539,16.787390718109474,4419.1177852598585,2.6390573296152584,1.0986122886681098,3,4.666666666666667
592,Stop-Loss,2008,R,17,112,Drama; War,Kimberly Peirce,Ryan Phillippe; Joseph Gordon-Levitt; Rob Brown; Channing Tatum,Decorated Iraq war hero Sgt Brandon King makes a celebrated return to his small Texas hometown following his tour of duty He tries to resume the life he left behind Then against Brandons will the Army orders him back to duty in Iraq which upends his world The conflict tests everything he believes in: the bond of family the loyalty of friendship the limits of love and the value of honor,English,USA,2 wins & 5 nominations,6.5,65,61,10796776,Paramount Pictures,28-Mar-08,2008,3,705180,NA,NA,NA,25000000,10915744,Paramount,neutral,subjective,0.480908483,1,39753024,-14084256,9159624,9575722,3308115,8133748,22280237,20132369,16.205716708721518,3303.8983035196466,NA,NA,NA,NA
