common_title,poster_path,videoKey,vote_count,original_title,popularity,vote_average,original_language,adult,id,release_date,overview,backdrop_path,genre_ids,video,title
Freakonomics,/kksphV9dA6a5xbLhPCI2XtMMCV3.jpg,iqJAzo44Vnk,50,Freakonomics,3.657318,6.5,en,False,43942,2010-10-01,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,/7OwC8QJP6g3CdFF7eANHnay9YuC.jpg,,False,Freakonomics
From Paris with Love,/41yioNp9apJ7xtYDaSxqBfm1p5T.jpg,-jAbatBqqSc,811,From Paris with Love,18.487154,6.2,en,False,26389,2010-02-05,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig, working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realizes that Charlie may be his only hope of survival.",/njU7eai9g5RHgyTKl8RbvQ8dys6.jpg,,False,From Paris with Love
Frozen,/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg,TbQm5doF_Uc,6583,Frozen,55.203842,7.3,en,False,109445,2013-11-27,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/cAhCDpAq80QCeQvHytY9JkBalpH.jpg,,False,Frozen
Furry Vengeance,/mnAZVbqg5y8IcgK9HmA5x4Qnank.jpg,FQAx4_So3UE,180,Furry Vengeance,7.307972,4.5,en,False,35169,2010-04-02,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",/6LTtLWp2OwXzpzSpZ6kx0zWszjw.jpg,,False,Furry Vengeance
Game of Death,/z25FvJYpgfgibRYz1IBZHknZxme.jpg,973jeNA7SFc,47,Game of Death,4.359772,4.8,en,False,46541,2010-11-27,"CIA agent Marcus (Snipes) is sent undercover to Detroit to take out an arms dealer and the head of the hedge fund that is financing him. His CIA backup has other plans and turns on him, and it's a fight to survive in a hospital and into the hedge fund vault.",/gNBRkVNrynuqWp7sFCZRMgggT0Q.jpg,,False,Game of Death
Get Him to the Greek,/gT84OWu3ze3eMapps9s8GxZNFct.jpg,PQDb6-W0Grs,732,Get Him to the Greek,7.361838,5.9,en,False,32823,2010-06-04,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",/5vEJkHXYDYW3RDZD31cQsQ0hoeF.jpg,,False,Get Him to the Greek
Get Low,/kLw9J6Rp3surSUKZbmJ9KZDwFBT.jpg,C25TG5kLJGw,117,Get Low,6.000313,6.6,en,False,44718,2010-01-22,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",/qCRtwd1LcUrbQZXjbDkQ0u0uySw.jpg,,False,Get Low
Going the Distance,/2WRQiwOsy0LZj4PNSKCjQQk19e3.jpg,1PHW-pyURHo,310,Going the Distance,7.145902,6,en,False,38073,2010-09-01,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",/jGimZXQRkocJOgdLSPCgaWNfMJa.jpg,,False,Going the Distance
The Good Guy,/oEyViPQkM5RwVC5gfmAD9pQcK7y.jpg,3rE3mPAtnWA,76,The Good Guy,4.518217,5.5,en,False,39037,2009-04-25,"Ambitious young Manhattanite and urban conservationist Beth wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy, a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel. Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",/lUbst5qINYbuHp5o9fsevu5wrFq.jpg,,False,The Good Guy
The Greatest,/dfhztJRiElqmYW4kpvjYe1gENsD.jpg,jr9QtXwC9vc,1381,The Greatest Showman,37.318866,8.1,en,False,316029,2017-12-20,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",/zpq404Sk7qQ7N4x3xOeNgp74GtU.jpg,,False,The Greatest Showman
Green Zone,/7O3IkeHvp1sq5yMN0O8FsTee1C0.jpg,e3KJ21TLKVE,872,Green Zone,10.790388,6.4,en,False,22972,2010-03-11,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",/lxxkBvUqfCDTh5o4Ny0RQ3CNwlG.jpg,,False,Green Zone
Greenberg,/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg,cwdliqOGTLw,203,Greenberg,5.953986,5.9,en,False,27583,2010-03-26,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant.",/n3nW6W0akPuCqY7vRn471AlODRb.jpg,,False,Greenberg
Grown Ups,/t6Yj2UlqsrHHK6kJO1FWepR6mEd.jpg,bZMyY0WuwyY,2239,Grown Ups,25.559473,6,en,False,38365,2010-06-24,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",/q4s8RTQFyLrEn2S8akWGMmc8mYX.jpg,,False,Grown Ups
Gulliver's Travels,/7LipqR0RSfPYzZJf2TajeI5598M.jpg,7OT0ER77SGE,776,Gulliver's Travels,10.150255,4.9,en,False,38745,2010-12-25,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",/eYlDtmLlX8kZ5ndTtqdrCWBCkVG.jpg,,False,Gulliver's Travels
Happy Tears,/3AOo3kgZ1cdgz8qPB65TpOj9QMN.jpg,otsSvWhmFKk,11,Happy Tears,1.740764,4.8,en,False,39072,2009-10-16,Two sisters return home to care for their aging father.,/wfY8P7alAtsppv5ZG19WPjFIVNf.jpg,,False,Happy Tears
Hachiko: A Dog's Story,/3MpVmIg6CgOCUrZ2TZ2P0yitCbM.jpg,Y6U7mAnPtw4,2242,Hachi: A Dog's Tale,19.590769,7.8,en,False,28178,2009-06-13,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,/m87xptCZD6J15HcioOOX4kfEdeD.jpg,,False,Hachi: A Dog's Tale
Harry Potter and the Deathly Hallows: Part 1,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg,9hXH0Ackz6w,7073,Harry Potter and the Deathly Hallows: Part 1,20.459056,7.6,en,False,12444,2010-10-17,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",/8YA36faYlkpfp6aozcGsqq68pZ9.jpg,,False,Harry Potter and the Deathly Hallows: Part 1
Hereafter,/iyC8fKWncwX2d06NwUz5qbf2P1.jpg,xDnHfQtH0zU,628,Hereafter,8.01558,5.9,en,False,44603,2010-10-22,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",/hqoT9VmekkuQ9vQFPjJOzLPdPfb.jpg,,False,Hereafter
Holy Rollers,/mHoRlncFlS0HqSZWZL5yQOypYex.jpg,,34,Holy Rollers,3.543127,6.1,en,False,45022,2010-05-21,Inspired by actual events in the late nineties when Hasidic Jews were recruited as mules to smuggle ecstasy from Europe into the United States.,/1VkgV8ANGlOrdG7ZlIZcM4GyKlb.jpg,,False,Holy Rollers
Hot Tub Time Machine,/zERxFAXiQdPAfsumIIcBFH8fOVt.jpg,HszVQgs4e_c,1070,Hot Tub Time Machine,21.611582,5.9,en,False,23048,2010-03-26,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",/i4xX5YUHUfNvlHt65DPDXQgJT7m.jpg,,False,Hot Tub Time Machine
How Do You Know,/5gwKI65TnSAT9PI2iFWZXpmTZ3C.jpg,8u_gSd9eIO8,294,How Do You Know,7.609151,5,en,False,42888,2010-12-17,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",/yxgAcVuXTiPSNG6sFZDnX1Cfo0.jpg,,False,How Do You Know
How to Train Your Dragon,/hIXX3IRFy0InUOmYeWjvhCAgQNj.jpg,IT_ufPxiXl8,5104,How to Train Your Dragon,25.376493,7.6,en,False,10191,2010-03-05,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",/3eR9HOkPZUbrGWDRdKHeKoiMLc4.jpg,,False,How to Train Your Dragon
Hubble 3D,/x6Ply0NB3SMibGq2LlJZDdKhpTr.jpg,WIgdxNo8n0k,52,Hubble 3D,4.672844,6.6,en,False,44992,2010-03-19,"Through the power of IMAX® 3D, Hubble 3D will enable movie-goers to journey through distant galaxies to explore the grandeur and mysteries of our celestial surroundings, and accompany space-walking astronauts as they attempt the most difficult and important tasks in NASA’s history. The film will offer an inspiring and unique look into the Hubble Space Telescope’s legacy and highlight its profound impact on the way we view the universe and ourselves. Narrated by Leonardo DiCaprio, Hubble 3D reunites the Space Station 3D filmmaking team, led by Producer/Director Toni Myers. James Neihouse, Director of Photography, also doubles as the Astronaut crew trainer. Judy Carroll is Associate Producer, and Graeme Ferguson, Co-founder of IMAX and pioneer Producer of many IMAX space films, is Executive Producer. Hubble 3D is an IMAX and Warner Bros. Pictures production, in cooperation with National Aeronautics and Space Administration (NASA).",/c0MFWOcSwQOvM2JThKqE2oLAysl.jpg,,False,Hubble 3D
Hurricane Season,/tfOQjBkFkkYKbzZtmvIgOX4PJyz.jpg,,11,Hurricane Season,2.847317,6,en,False,32007,2009-12-08,"Based on true events amid the wreckage and chaos dealt by Hurricane Katrina; one basketball coach in Marrero, Louisiana just will not give up. Coach Al Collins(Forest Whitaker), gathers other players from hard-hit schools and builds a team actually worthy enough to go to the state playoffs. A very honest look at what can be done with the right people having the desire and fortitude to pick up and",/vhtVTsFECNWz8p57hkC8ZFMzvnL.jpg,,False,Hurricane Season
Hyenas,/iRbc67rVK32gJns92o2vz7ZlOZc.jpg,l8xxnu7EpHQ,9,Hyenas,2.215288,2.9,en,False,54099,2010-05-12,Roving clans of shape-shifting human/hyena creatures prowl and hunt for human prey. They are hunted by one man seeking revenge for the death of his loved ones.,/wbIXh4MKKoWV1NtpLngNs9YulCj.jpg,,False,Hyenas
I Love You Phillip Morris,/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,01dljIcgiMw,638,I Love You Phillip Morris,7.612866,6.4,en,False,8952,2009-01-18,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",/fBktEFibe8FXJjrLVDfsCncCY7s.jpg,,False,I Love You Phillip Morris
I'm Still Here,/nL6jSlqAJ2ymoKQeIfsHB5mttKz.jpg,wz6CU7pgiKc,126,I'm Still Here,5.821464,6.1,en,False,43939,2010-09-10,"I'm Still Here is a portrayal of a tumultuous year in the life of actor Joaquin Phoenix. With remarkable access, the film follows the Oscar-nominee as he announces his retirement from a successful film career in the fall of 2008 and sets off to reinvent himself as a hip-hop musician. The film is a portrait of an artist at a crossroads and explores notions of courage and creative reinvention, as well as the ramifications of a life spent in the public eye.",/cYZ2xGwJZeyrfc56iwhMuTVR38r.jpg,,False,I'm Still Here
Inception,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,xitHF0IPJSQ,16455,Inception,52.75252,8.2,en,False,27205,2010-07-14,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",/s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg,,False,Inception
Iron Man 2,/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg,BoohRoVA9WQ,8264,Iron Man 2,38.516869,6.7,en,False,10138,2010-04-28,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",/jxdSxqAFrdioKgXwgTs5Qfbazjq.jpg,,False,Iron Man 2
It's Kind of a Funny Story,/wADblWdHMk2SIaZRBazTGOTBf4w.jpg,P_pq7HKc9z8,872,It's Kind of a Funny Story,9.984393,7,en,False,43923,2010-07-06,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,/u3kOcfdPhZXdYM1axAkU5sPYZS9.jpg,,False,It's Kind of a Funny Story
Jack Goes Boating,/5Qd8IJYdzzZh4Ylc8raKA9alRyW.jpg,KcQjq2D2zXU,46,Jack Goes Boating,4.111811,6.1,en,False,43943,2010-09-23,"A limo driver's blind date sparks a tale of love, betrayal, friendship, and grace centered around two working-class New York City couples.",/orTWpdXDdzz384MnPU8v7fRdtX1.jpg,,False,Jack Goes Boating
Jonah Hex,/fhpl0NYcwQ8oUmur30L0ANOay4L.jpg,3Ppqbnhp7PI,500,Jonah Hex,8.578101,4.4,en,False,20533,2010-06-18,"Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",/igIZS6AiZl06faj2qpkcIhvJPoH.jpg,,False,Jonah Hex
The Joneses,/3jMKeU2TQM3wAUHEenKK3EPrzUP.jpg,n2Y3GoN2PGw,252,The Joneses,6.722421,6.1,en,False,41479,2009-09-13,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",/wQe37Mg0VmlmUOowG5ZcfCJk0pe.jpg,,False,The Joneses
Just Wright,/mcqvNQj8WlnMbXKKBxjmDmMjHRU.jpg,ZHYSeSAXQf4,131,Just Wright,6.894534,5.9,en,False,38093,2010-05-14,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,/gg5zGZ8Ax45A6E7DFudfNBhXvbF.jpg,,False,Just Wright
Kaboom,/iLzwD46yuYiMAXaReS61wtQZ51F.jpg,dBnEggAMznM,131,Kaboom,4.929339,5.5,en,False,46837,2010-08-22,"Smith, a typical young college student who likes partying and engaging in acts of random sex and debauchery, has been having some interesting dreams revolving around two gorgeous women -- and is shocked when he meets the dream girls in real life. Lorelei looks just like his fantasy brunette, while a mysterious red-haired girl being chased by assassins draws him into an international conspiracy. Or is it all just a drug-induced hallucination?",/leLut51HgQ0tdr5Pz9mfDyId99N.jpg,,False,Kaboom
The Karate Kid,/5kKor5pZ3ov08CAstSyk7FGDKVN.jpg,yDi3an8WgN4,1130,The Karate Kid,10.636141,6.9,en,False,1885,1984-06-22,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",/lpJGmjxZ9ONC4efcnQdbyYyxFR5.jpg,,False,The Karate Kid
Kick-Ass,/yZFrniO6qSwjTCosStXweYtczGT.jpg,yxbjexP3Isc,5555,Kick-Ass,27.722815,7.1,en,False,23483,2010-03-22,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",/qf59pVUHbY9z0Ke9Jg6HQghNJhM.jpg,,False,Kick-Ass
The Kids Are All Right,/fB8DRRd1aw3bug7toO9IRAmCp0d.jpg,,635,The Kids Are All Right,7.514962,6.5,en,False,39781,2010-07-09,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",/hYyQlq9JwvnKBGjFF3nIxtbsiGE.jpg,,False,The Kids Are All Right
The Killer Inside Me,/9iaV9bNNFBxEWLjnMGvSmnNY4Uj.jpg,,219,The Killer Inside Me,5.958396,5.9,en,False,37414,2010-02-19,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": he is a brilliant, but disturbed sociopathic sadist.",/ehc2PWa6mQv4NviHis22TcjVtyn.jpg,,False,The Killer Inside Me
Killers,/bQHs6vyYwvxYvWEIi1G9rk4qNdw.jpg,NXX51rOSHuE,945,Killers,7.164545,5.7,en,False,37821,2010-06-04,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",/tcv1qOo2k6ifKjz9hD2oTYtrsOq.jpg,,False,Killers
Knight and Day,/aHEpzwXvMtIEMBE13tWXS5oHZ7d.jpg,JGPl86DBNNs,1869,Knight and Day,22.932322,6,en,False,37834,2010-06-15,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",/sSeo9o603MABEbAv8BGkgbLn0om.jpg,,False,Knight and Day
Knucklehead,/lA3DDSkS3NN06R127kJMajpjznC.jpg,VrJt_8BZ2o0,16,Knucklehead,2.379329,4.8,en,False,44946,2010-10-22,"The film centers on a fight promoter (Mark Feuerstein) deeply in debt to his crooked rival. Desperate for a new fighter that will help him win back everything he owes, the promoter catches a break when a 450-pound church handyman (Paul ""Big Show"" Wight) who has spent his entire life in an orphanage agrees to wrestle on behalf of his fellow orphans.",/iOpO8U3WW4hQVIO82Hw9An8HCfo.jpg,,False,Knucklehead
The Last Airbender,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,-egQ79OrYCs,1439,The Last Airbender,14.865416,4.6,en,False,10196,2010-06-30,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",/fuINagU2N0RxoQWenf00txtXfV5.jpg,,False,The Last Airbender
The Last Exorcism,/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,RtbqExFDFZ4,380,The Last Exorcism,8.429748,5.6,en,False,38358,2010-08-27,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",/swXcukNqS52UffiBSrG0M1pm3t6.jpg,,False,The Last Exorcism
The Last Song,/90ICc0MXgDgTtWD3qfA1BfkA21t.jpg,vZH0Nf4KLBo,1230,The Last Song,7.942559,7,en,False,35690,2010-03-31,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",/vlsf3SDSNqMtnirDSX17lLGIh2d.jpg,,False,The Last Song
Leap Year,/zQzJIjlbkjhH5Eu79eH8L3KoEra.jpg,DVN17lxkwDg,601,Leap Year,8.836245,6.5,en,False,25195,2010-01-08,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",/b42MurYDtayBtk8WYY7GM4f6agX.jpg,,False,Leap Year
Legend of the Guardians: The Owls of Ga'Hoole,/mgkRaVtdrOAZT2cFZi9Ihh9QpuL.jpg,huRnGh-NWGM,857,Legend of the Guardians: The Owls of Ga'Hoole,11.117605,6.5,en,False,41216,2010-07-10,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",/6lwiZ1v5n3F0oY9ouCLlI9LgRRm.jpg,,False,Legend of the Guardians: The Owls of Ga'Hoole
Legendary,/81vO1uBPx1hXLnPlLKZQ0rvc0Td.jpg,ZPsd8EH4cFE,38,Legendary,3.729817,6.6,en,False,43922,2010-09-09,"A book-smart teenager joins his school's wrestling team as a way to reunite his surviving family members, who split apart after the death of his father, a college wrestling legend, 10 years ago.",/lWXcttWVDqhkC4CjxLLUsYGQ3So.jpg,,False,Legendary
Legion,/mXJJPsVfQdf0OWxgoWgDUFyzJQo.jpg,P6p01-in6-k,780,Legion,10.227837,5.2,en,False,22894,2010-01-21,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",/gWaMoxVrkiMJ5xgvnXDhpKtP10E.jpg,,False,Legion
Let Me In,/90Y8RVSlOnWsG8PO6evI4ycXItg.jpg,8h39ikMdei4,794,Let Me In,8.810335,6.7,en,False,41402,2010-10-01,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,/uLhpV983X2BLSpnfzwASZWmgEUL.jpg,,False,Let Me In
Letters to God,/coraGbtZPMKUQEFRKN9Epnqi0UA.jpg,DBDK2LGn4p0,46,Letters to God,3.690234,6.6,en,False,35691,2010-04-09,"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction.",/r9OuqEdge1AXizB8JTcsMuUV17T.jpg,,False,Letters to God
Letters to Juliet,/kUBSfYpsE1RLdl2WZL2YMJfNOEm.jpg,pNA3cxwNX-0,1012,Letters to Juliet,6.437199,6.6,en,False,37056,2010-05-14,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",/mwI5fTor198yK4w7LDOfuPssxF2.jpg,,False,Letters to Juliet
Life as We Know It,/u7Gei2Hvh0ux4weJRDZsgMoXSTI.jpg,ZNSeUYw95NY,1108,Life As We Know It,10.686832,6.6,en,False,38408,2010-10-02,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",/few3uz5eiHGc0d87PGXG9pSHfMU.jpg,,False,Life As We Know It
Like Dandelion Dust,/L8iePqEQQRcpSJiI7ZroXRNl2R.jpg,R4B6kLiLRak,25,Like Dandelion Dust,2.801019,6.8,en,False,43937,2009-02-05,"A compelling drama that explores the different meanings of being a parent through the gritty, realistic lives of a struggling family, and a privileged family. Their lives intersect, intertwine and collide, all for the love of a little boy. This film bravely exposes the humanity in each character reminding us that we each have the potential to be the best and worst versions of ourselves at any time.",/AiR39mc4rHqSfIVPxpTiXE0CHf0.jpg,,False,Like Dandelion Dust
Little Fockers,/qixmjH8fLD9IkboPO7FKxAqzwRJ.jpg,KfmGjA1OJ5A,1310,Little Fockers,17.178785,5.4,en,False,39451,2010-12-21,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",/gpodYxsJZ6OVlpPo0fYkubTBWx9.jpg,,False,Little Fockers
The Losers,/e67D7pMpWoo1ckY2QQaKYxhvVuy.jpg,OmFTjvdrfyY,618,The Losers,9.939705,6.1,en,False,34813,2010-04-23,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",/ukXHOtgta5Dt9eWSmNLHpB1wKi6.jpg,,False,The Losers
Lottery Ticket,/uJlta7GItfgWpjDBd5JFXVXeImq.jpg,TBtplgiBm2k,63,Lottery Ticket,4.237323,5.5,en,False,41382,2010-08-20,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,/bnrovkKFtI3INDcKELBT0z9fohz.jpg,,False,Lottery Ticket
Love Ranch,/vLatzdGxczcS9CCil6gmOyfe1Tm.jpg,I3p_ZNFBqKo,22,Love Ranch,2.422569,5.9,en,False,39845,2010-06-30,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,/eiYyNaYqWEODbYymlWJ8o3f5Nvw.jpg,,False,Love Ranch
Love & Other Drugs,/4jU64i4kAEtQUlsYsQPAdfpI7aP.jpg,,1644,Love & Other Drugs,15.864779,6.7,en,False,43347,2010-11-22,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",/oCS8EsEPOe6YfBfwBDRwvHBl1FN.jpg,,False,Love & Other Drugs
MacGruber,/4X8eGHtYPnLUQF9l3cb0Aj6IDaU.jpg,PKYrghKwu2E,210,MacGruber,6.03808,5.3,en,False,37931,2010-05-21,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",/ywh18tmyjXxryG5vNjtPoEWhslF.jpg,,False,MacGruber
Machete,/3RCX4EzTrpO6wNz536EQPhYM2Fk.jpg,7fGKttdOWQE,1372,Machete,19.327233,6.3,en,False,23631,2010-09-01,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",/qayeOS1ySq99RmGKiELH7sCOLpv.jpg,,False,Machete
