Title,ReleaseDate,Genre,Rating
Next Day Air,"May 8, 2009","Action, Comedy, Crime",46
Night at the Museum: Battle of the Smithsonian,"May 22, 2009","Action, Adventure, Fantasy, Comedy, Family",42
Nine Lives,"August 5, 2016","Fantasy, Comedy, Family",11
Ninja Assassin,"November 25, 2009","Action, Drama, Thriller, Crime",34
Not Easily Broken,"January 9, 2009","Drama, Romance",43
Not Forgotten,"September 11, 2009",Thriller,48
Conor McGregor: Notorious,"November 8, 2017",Documentary,0
Observe and Report,"April 10, 2009","Drama, Comedy, Crime",54
Obsessed,"April 24, 2009","Drama, Thriller",25
Old Dogs,"November 25, 2009","Comedy, Family",19
Orphan,"July 24, 2009","Drama, Thriller, Horror",42
Pandorum,"September 25, 2009","Action, Sci-Fi, Thriller, Horror",28
Paper Heart,"August 7, 2009","Drama, Comedy, Romance",54
Paul Blart: Mall Cop 2,"April 17, 2015","Action, Comedy, Crime",13
A Perfect Getaway,"August 7, 2009","Drama, Mystery, Thriller",63
Phoebe in Wonderland,"March 6, 2009","Adventure, Drama, Fantasy, Comedy, Family",56
The Pink Panther 2,"February 6, 2009","Adventure, Mystery, Comedy, Crime",36
Planet 51,"November 20, 2009","Adventure, Sci-Fi, Fantasy, Comedy, Animation, Family",39
Post Grad,"August 21, 2009",Comedy,35
Powder Blue,"May 8, 2009",Drama,0
Precious: Based on the Novel 'Push' by Sapphire,"November 6, 2009",Drama,79
The Princess and the Frog,"November 25, 2009","Fantasy, Romance, Animation, Family, Musical",73
The Private Lives of Pippa Lee,"November 27, 2009","Drama, Romance",49
The Proposal,"June 19, 2009","Drama, Comedy, Romance",48
Public Enemies,"July 1, 2009","Biography, Drama, History, Thriller, Romance, Crime",70
Precious: Based on the Novel 'Push' by Sapphire,"November 6, 2009",Drama,79
Race to Witch Mountain,"March 13, 2009","Adventure, Sci-Fi, Thriller, Fantasy, Family",52
The Road,"November 25, 2009","Adventure, Drama, Thriller",64
Saw VI,"October 23, 2009","Mystery, Thriller, Horror",30
A Serious Man,"October 2, 2009",Drama,79
Sherlock Holmes,"December 25, 2009","Action, Adventure, Mystery, Thriller, Crime",57
Shrink,"July 24, 2009",Drama,40
Shorts,"August 21, 2009","Fantasy, Comedy, Family",53
A Single Man,"December 11, 2009",Drama,77
The Slammin' Salmon,"December 11, 2009",Comedy,40
The Soloist,"April 24, 2009","Biography, Drama, Music",61
Sorority Row,"September 11, 2009","Thriller, Horror",24
Spread,"August 14, 2009","Drama, Comedy, Romance",43
Star Trek Beyond,"July 22, 2016","Action, Adventure, Sci-Fi, Thriller",68
State of Play,"April 17, 2009","Drama, Mystery, Thriller",64
The Stepfather,"October 16, 2009","Mystery, Thriller",33
Street Fighter: The Legend of Chun-Li,"February 27, 2009","Action, Adventure, Sci-Fi, Thriller",17
Surrogates,"September 25, 2009","Action, Sci-Fi, Thriller",45
Taking Woodstock,"August 26, 2009","Drama, Comedy, Music",55
Justin Timberlake + the Tennessee Kids,"October 12, 2016","Music, Documentary",81
Terminator Salvation,"May 21, 2009","Action, Adventure, Sci-Fi, Thriller",49
Tetro,"June 11, 2009","Drama, Mystery",65
Transformers: Revenge of the Fallen,"June 24, 2009","Action, Adventure, Sci-Fi, Thriller",35
Trick 'r Treat,"October 4, 2009","Drama, Thriller, Horror, Comedy",0
True Adolescents,"July 29, 2011",Comedy,57
Tyson,"April 24, 2009","Sport, Documentary",83
The Ugly Truth,"July 24, 2009","Comedy, Romance",28
The Unborn,"January 9, 2009","Mystery, Thriller, Horror",30
Underworld: Rise of the Lycans,"January 23, 2009","Action, Adventure, Thriller, Fantasy",44
The Uninvited,"January 30, 2009","Drama, Mystery, Thriller, Horror",43
Up in the Air,"December 4, 2009","Drama, Romance",83
Wah Do Dem,"June 18, 2010","Adventure, Drama",54
Watchmen,"March 6, 2009","Action, Sci-Fi, Drama, Mystery, Thriller",56
We Live in Public,"August 28, 2009",Documentary,69
What Goes Up,"May 29, 2009",Drama,22
Whatever Works,"June 19, 2009","Comedy, Romance",45
Where the Wild Things Are,"October 16, 2009","Adventure, Drama, Fantasy, Family",71
Whiteout,"September 11, 2009","Action, Drama, Mystery, Thriller, Crime",28
Whip It,"October 2, 2009","Drama, Sport, Comedy",68
X Games 3D: The Movie,"August 21, 2009","Sport, Documentary",43
X-Men Origins: Wolverine,"May 1, 2009","Action, Sci-Fi, Thriller, Fantasy",40
Year One,"June 19, 2009","Adventure, Comedy",34
The Young Victoria,"December 18, 2009","Biography, Drama, History, Romance",64
Zombieland,"October 2, 2009","Action, Adventure, Horror, Comedy",73
127 Hours,"November 5, 2010","Adventure, Biography, Drama, Thriller",82
8: The Mormon Proposition,"June 18, 2010",Documentary,55
Mystery Team,"August 28, 2009",Comedy,42
A Little Help,"July 22, 2011","Drama, Comedy",54
Adventures of Power,"October 9, 2009","Comedy, Music",39
Alice in Wonderland,"March 5, 2010","Adventure, Fantasy, Family",53
All Good Things,"December 3, 2010","Drama, Mystery, Thriller",57
Alpha and Omega,"September 17, 2010","Adventure, Comedy, Animation, Family",36
American Made,"September 29, 2017","Action, Biography, Drama, History, Thriller, Comedy, Crime",65
The Back-up Plan,"April 23, 2010","Comedy, Romance",34
Barry Munday,"October 1, 2010",Comedy,28
BearCity 2: The Proposal,"September 28, 2012",Comedy,44
Black Swan,"December 3, 2010","Drama, Thriller",79
Blue Valentine,"December 29, 2010","Drama, Romance",81
The Book of Eli,"January 15, 2010","Action, Adventure, Drama, Thriller, Western",53
The Bounty Hunter,"March 19, 2010","Action, Comedy, Romance, Crime",22
Buried,"September 24, 2010","Drama, Mystery, Thriller",65
Burlesque,"November 24, 2010","Drama, Romance, Musical",47
Case 39,"October 1, 2010","Mystery, Thriller, Horror",25
Casino Jack,"December 17, 2010",Thriller,51
Casino Jack and the United States of Money,"May 7, 2010",Documentary,68
Cats & Dogs: The Revenge of Kitty Galore,"July 30, 2010","Action, Comedy, Family",30
Charlie St. Cloud,"July 30, 2010","Drama, Fantasy, Romance",37
The Chronicles of Narnia: The Voyage of the Dawn Treader,"December 10, 2010","Adventure, Fantasy, Family",53
City Island,"March 19, 2010","Drama, Comedy",66
Clash of the Titans,"April 1, 2010","Action, Adventure, Drama, Fantasy",39
Client 9: The Rise and Fall of Eliot Spitzer,"November 5, 2010",Documentary,68
The Company Men,"January 21, 2011",Drama,69
Conviction,"October 15, 2010","Biography, Drama, Thriller",61
Cop Out,"February 26, 2010","Action, Comedy, Crime",31
Countdown to Zero,"July 23, 2010",Documentary,70
Country Strong,"December 22, 2010","Drama, Music",45
The Crazies,"February 26, 2010","Sci-Fi, Mystery, Thriller",55
Crazy on the Outside,"January 8, 2010","Comedy, Crime",21
Cyrus,"June 18, 2010",Comedy,74
Date Night,"April 9, 2010","Thriller, Comedy, Romance",56
Daybreakers,"January 8, 2010","Action, Sci-Fi, Drama, Thriller, Fantasy, Horror",57
Dead Awake,"May 12, 2017","Thriller, Horror",0
Dear John,"February 5, 2010","Drama, Romance, War",43
Death at a Funeral,"April 16, 2010",Comedy,51
Despicable Me 3,"June 30, 2017","Action, Adventure, Sci-Fi, Comedy, Animation, Family",49
The Devil's Candy,"March 17, 2017",Horror,72
Diary of a Wimpy Kid: The Long Haul,"May 19, 2017","Comedy, Family",39
Dinner for Schmucks,"July 30, 2010",Comedy,56
Dirty Girl,"October 7, 2011",Drama,37
Due Date,"November 5, 2010",Comedy,51
Easy A,"September 17, 2010","Comedy, Romance",72
Eat Pray Love,"August 13, 2010","Drama, Romance",50
The Twilight Saga: Eclipse,"June 30, 2010","Sci-Fi, Drama, Thriller, Fantasy, Romance",58
Edge of Darkness,"January 29, 2010","Drama, Thriller, Crime",55
The Expendables,"August 13, 2010","Action, Adventure, Thriller",45
The Extra Man,"July 30, 2010",Comedy,56
Extraordinary Measures,"January 22, 2010",Drama,45
Fair Game,"November 5, 2010","Action, Biography, Drama, Thriller",69
Faster,"November 24, 2010","Action, Drama, Thriller, Crime",44
The Cage Fighter,"February 2, 2018","Action, Drama, Documentary",71
Flipped,"August 6, 2010","Drama, Comedy, Romance",45
For Colored Girls,"November 5, 2010",Drama,50
Freakonomics,"October 1, 2010",Documentary,58
From Paris with Love,"February 5, 2010","Action, Thriller, Crime",42
Frozen,"November 27, 2013","Action, Adventure, Mystery, Thriller, Fantasy, Comedy, Romance, Animation, Family, Musical",74
Furry Vengeance,"April 30, 2010","Comedy, Family",23
Get Him to the Greek,"June 4, 2010",Comedy,65
Get Low,"July 30, 2010","Drama, Mystery, Comedy",77
Going the Distance,"September 3, 2010","Comedy, Romance",51
The Good Guy,"February 19, 2010","Comedy, Romance",47
The Greatest Showman,"December 20, 2017","Biography, Drama, Romance, Musical",48
Green Zone,"March 12, 2010","Action, Drama, Thriller, War",63
Greenberg,"March 19, 2010","Drama, Comedy",76
Grown Ups,"June 25, 2010",Comedy,30
Happy Tears,"February 19, 2010",Drama,35
The Sweet Hereafter,"November 21, 1997",Drama,90
Holy Rollers,"May 21, 2010","Drama, Crime",51
Hot Tub Time Machine,"March 26, 2010","Sci-Fi, Comedy",63
How Do You Know,"December 17, 2010","Drama, Comedy, Romance",46
How to Train Your Dragon,"March 26, 2010","Adventure, Drama, Fantasy, Comedy, Animation, Family",74
IMAX: Hubble 3D,"March 19, 2010",Documentary,79
I Love You Phillip Morris,"December 3, 2010","Drama, Comedy, Romance",65
Inception,"July 16, 2010","Action, Sci-Fi, Drama, Mystery, Thriller",74
Iron Man 2,"May 7, 2010","Action, Adventure, Sci-Fi, Thriller",57
Jack Goes Boating,"September 17, 2010","Comedy, Romance",64
Jackass 3-D,"October 15, 2010","Action, Comedy, Documentary",56
Jonah Hex,"June 18, 2010","Action, Drama, Thriller, Western",33
Keeping Up with the Joneses,"October 21, 2016","Action, Comedy",34
Just Wright,"May 14, 2010","Comedy, Romance",51
Kaboom,"January 28, 2011","Sci-Fi, Comedy",64
The Karate Kid,"June 11, 2010","Action, Drama, Sport, Family",61
Kick-Ass 2,"August 16, 2013","Action, Thriller, Comedy, Crime",41
The Kids Are All Right,"July 9, 2010","Drama, Comedy",86
The Killer Inside Me,"June 18, 2010","Drama, Thriller, Crime, Western",53
Natural Born Killers,"August 26, 1994","Action, Drama, Thriller, Romance, Crime",74
Knight and Day,"June 23, 2010","Action, Thriller, Comedy",46
Knucklehead,"October 8, 2010","Drama, Comedy",24
The Last Airbender,"July 1, 2010","Action, Adventure, Fantasy, Family",20
The Last Exorcism,"August 27, 2010","Thriller, Horror",63
The Last Song,"March 31, 2010","Drama, Romance",33
Leap Year,"June 24, 2011",Drama,71
Legendary,"September 10, 2010","Drama, Sport",39
Legion,"January 22, 2010","Action, Thriller, Fantasy",32
Never Let Me Go,"September 15, 2010","Drama, Thriller",69
Letters to God,"April 9, 2010","Drama, Family",31
Letters to Juliet,"May 14, 2010","Drama, Comedy, Romance",50
Life as We Know It,"October 8, 2010","Drama, Comedy",39
Little Fockers,"December 22, 2010",Comedy,27
The Losers,"April 23, 2010","Action, Adventure, Mystery, Thriller, Crime",44
Lottery Ticket,"August 20, 2010",Comedy,50
Love Ranch,"June 30, 2010",Drama,37
Love and Other Drugs,"November 24, 2010","Comedy, Romance",55
MacGruber,"May 21, 2010","Action, Comedy",43
Machete Kills,"October 11, 2013","Action, Thriller, Crime",41
Marmaduke,"June 4, 2010","Comedy, Family",30
Marwencol,"October 8, 2010",Documentary,83
Megamind,"November 5, 2010","Action, Sci-Fi, Comedy, Animation, Family",63
Middle Men,"August 6, 2010","Drama, Comedy, Crime",60
Morning Glory,"November 10, 2010","Drama, Comedy, Romance",57
Mother and Child,"May 7, 2010",Drama,64
My Soul to Take,"October 8, 2010","Thriller, Horror",25
Nanny McPhee Returns,"August 20, 2010","Fantasy, Comedy, Family",52
Never Let Me Go,"September 15, 2010","Drama, Thriller",69
The Next Three Days,"November 19, 2010","Drama, Thriller, Romance, Crime",52
Night Catches Us,"December 3, 2010","Drama, Romance",65
A Nightmare on Elm Street,"April 30, 2010","Mystery, Thriller, Horror",35
The Other Guys,"August 6, 2010","Action, Comedy, Crime",64
Our Family Wedding,"March 12, 2010","Comedy, Romance",38
Paper Man,"April 23, 2010","Drama, Comedy",37
Paranormal Activity 2,"October 22, 2010","Mystery, Thriller, Horror",53
Passion Play,"May 6, 2011","Drama, Thriller",22
Percy Jackson & the Olympians: The Lightning Thief,"February 12, 2010","Adventure, Fantasy",47
The Perfect Game,"April 16, 2010","Drama, Sport, Family",42
Piranha 3-D,"August 20, 2010","Action, Thriller, Horror, Comedy",53
Please Give,"April 30, 2010","Drama, Comedy",78
Predators,"July 9, 2010","Action, Adventure, Sci-Fi, Thriller",51
Prince of Persia: The Sands of Time,"May 28, 2010","Action, Adventure, Fantasy, Romance",50
Rabbit Hole,"December 17, 2010",Drama,76
Ramona and Beezus,"July 23, 2010","Adventure, Fantasy, Comedy, Family",56
Rebound,"July 1, 2005","Sport, Comedy, Family",36
Remember Me,"November 24, 2017",Comedy,0
Repo Men,"March 19, 2010","Action, Sci-Fi, Thriller",32
Resident Evil: Afterlife,"September 10, 2010","Action, Sci-Fi, Thriller, Horror",37
Robin Hood,"September 21, 2018",Adventure,0
The Romantics,"September 10, 2010","Drama, Comedy, Romance",43
The Runaways,"March 19, 2010","Drama, Music",65
Saint John of Las Vegas,"January 29, 2010","Drama, Comedy",32
Salt,"July 23, 2010","Action, Mystery, Thriller",65
Scott Pilgrim vs. the World,"August 13, 2010","Action, Adventure, Fantasy, Comedy, Romance",69
Secretariat,"October 8, 2010","Drama, History, Sport, Family",61
Sex and the City 2,"May 27, 2010","Drama, Comedy, Romance",27
Shrek Forever After,"May 21, 2010","Adventure, Fantasy, Comedy, Animation, Family",58
Shutter Island,"February 19, 2010","Drama, Mystery, Thriller",63
Beyond Skyline,"December 15, 2017","Action, Adventure, Sci-Fi, Thriller, Horror",46
The Social Network,"October 1, 2010","Biography, Drama, History, Comedy",95
Solitary Man,"May 21, 2010","Drama, Comedy",69
Somewhere,"December 22, 2010","Drama, Comedy",67
Splice,"June 4, 2010","Sci-Fi, Thriller, Horror",66
The Spy Next Door,"January 15, 2010","Action, Comedy, Family",27
Harry Potter and the Sorcerer's Stone,"November 16, 2001","Adventure, Mystery, Fantasy, Family",64
The Switch,"August 20, 2010","Drama, Comedy, Romance",52
Takers,"August 27, 2010","Action, Thriller, Crime",45
Tangled,"November 24, 2010","Comedy, Animation, Family, Musical",71
The Tempest,"December 10, 2010","Drama, Fantasy, Comedy, Romance",43
Tooth Fairy,"January 22, 2010","Fantasy, Comedy, Family",36
Small Town Crime,"January 19, 2018","Mystery, Thriller, Crime",68
The Tourist,"December 10, 2010","Drama, Thriller",37
Toy Story 3,"June 18, 2010","Adventure, Fantasy, Comedy, Animation, Family",92
TRON: Legacy,"December 17, 2010","Action, Adventure, Sci-Fi, Thriller",49
True Grit,"December 22, 2010","Drama, Western",80
Ocean's Twelve,"December 10, 2004","Thriller, Crime",58
Unstoppable,"November 12, 2010","Action, Drama, Thriller",69
Vampires Suck,"August 18, 2010",Comedy,18
Waiting for 'Superman',"September 24, 2010",Documentary,81
Wall Street: Money Never Sleeps,"September 24, 2010",Drama,59
Welcome to the Rileys,"October 29, 2010",Drama,50
What Happened to Monday,"August 18, 2017","Action, Adventure, Sci-Fi, Drama, Mystery, Thriller, Crime",47
When in Rome,"January 29, 2010","Comedy, Romance",25
Why Did I Get Married Too?,"April 2, 2010",Comedy,43
Winnebago Man,"July 9, 2010","Comedy, Documentary",71
The Wolfman,"February 12, 2010","Thriller, Horror",43
Wonderful World,"January 8, 2010","Drama, Romance",48
Yogi Bear,"December 17, 2010","Adventure, Comedy, Animation, Family",35
You Again,"September 24, 2010",Comedy,28
You Will Meet a Tall Dark Stranger,"September 22, 2010","Comedy, Romance",51
Youth in Revolt,"January 8, 2010","Drama, Comedy, Romance",63
9/11,"September 8, 2017","Action, Drama",20
30 Minutes or Less,"August 12, 2011","Adventure, Comedy",49
Abduction,"September 23, 2011","Action, Thriller",25
The Adjustment Bureau,"March 4, 2011","Sci-Fi, Thriller, Romance",60
African Cats,"April 22, 2011",Documentary,61
Alvin and the Chipmunks: Chipwrecked,"December 16, 2011","Comedy, Animation, Family",24
Another Earth,"July 22, 2011",Drama,66
Apollo 18,"September 2, 2011","Sci-Fi, Thriller, Horror",24
The Art of Getting By,"June 17, 2011",Romance,36
King Arthur: Legend of the Sword,"May 12, 2017","Action, Adventure, Drama, Fantasy",41
Arthur Christmas,"November 23, 2011",Animation,69
Atlas Shrugged: Part I,"April 15, 2011","Sci-Fi, Drama, Mystery",28
Bad Teacher,"June 24, 2011",Comedy,47
Battle: Los Angeles,"March 11, 2011","Action, Sci-Fi",37
Beastly,"March 4, 2011","Drama, Fantasy, Romance",40
Beats Rhymes & Life: The Travels of a Tribe Called Quest,"July 8, 2011","Music, Documentary",76
The Beaver,"May 6, 2011","Drama, Comedy",60
Beginners,"June 3, 2011",Drama,81
A Better Life,"June 24, 2011",Drama,64
"Big Mommas: Like Father, Like Son","February 18, 2011",Comedy,22
The Big Year,"October 14, 2011",Comedy,53
The Twilight Saga: Breaking Dawn - Part 1,"November 18, 2011","Drama, Thriller, Fantasy, Romance",45
Bridesmaids,"May 13, 2011",Comedy,75
Bucky and the Squirrels,"January 26, 2018",Comedy,0
Bucky Larson: Born to Be a Star,"September 9, 2011",Comedy,9
Captain America: The First Avenger,"July 22, 2011","Action, Adventure, Sci-Fi, Thriller",66
Carnage,"December 16, 2011","Drama, Comedy",61
Cars 2,"June 24, 2011","Comedy, Animation",57
Cedar Rapids,"February 11, 2011",Comedy,70
The Change-Up,"August 5, 2011",Comedy,39
The Chaperone,"February 18, 2011","Comedy, Family",33
Colombiana,"August 26, 2011","Action, Adventure, Drama, Thriller",45
Conan the Barbarian,"August 19, 2011","Action, Adventure, Fantasy",36
The Conspirator,"April 15, 2011",Drama,55
Contagion,"September 9, 2011","Action, Sci-Fi, Thriller",70
Courageous,"September 30, 2011",Drama,42
Cowboys & Aliens,"July 29, 2011","Action, Sci-Fi, Thriller, Western",50
"Crazy, Stupid, Love","July 29, 2011","Comedy, Romance",68
Darkest Hour,"November 22, 2017","Biography, Drama, History, War",75
The Debt,"June 24, 2016","Drama, Mystery, Thriller",0
The Descendants,"November 16, 2011","Drama, Comedy",84
Diary of a Wimpy Kid 2: Rodrick Rules,"March 25, 2011",Comedy,51
The Dilemma,"January 14, 2011","Drama, Comedy",46
Dirty Girl,"October 7, 2011",Drama,37
Dolphin Tale 2,"September 12, 2014","Drama, Family",58
Double Lover,"February 14, 2018","Drama, Thriller, Romance",70
Dream House,"September 30, 2011","Drama, Mystery, Thriller",35
Baby Driver,"June 28, 2017","Action, Thriller, Comedy, Crime, Music",86
Drive Angry 3D,"February 25, 2011","Action, Thriller",44
Dylan Dog: Dead of Night,"April 29, 2011","Mystery, Thriller, Horror",31
Eddie the Eagle,"February 26, 2016","Biography, Drama, History, Sport, Comedy",54
Everything Must Go,"May 13, 2011","Drama, Comedy",65
Extremely Loud and Incredibly Close,"December 25, 2011",Drama,46
Fast Five,"April 29, 2011","Action, Drama, Thriller, Crime",66
Father of Invention,"October 14, 2011","Drama, Comedy",36
Final Destination 5,"August 12, 2011","Thriller, Horror",50
Footloose,"October 14, 2011","Drama, Comedy, Musical",58
Friends with Benefits,"July 22, 2011",Comedy,63
Fright Night,"August 19, 2011","Horror, Comedy",64
From Prada to Nada,"January 28, 2011","Drama, Comedy, Romance",39
Back to the Future,"July 3, 1985","Adventure, Sci-Fi, Comedy",86
The Girl with the Dragon Tattoo,"December 20, 2011","Drama, Thriller",71
Glee: The 3D Concert Movie,"August 12, 2011","Music, Documentary",48
Gnomeo and Juliet,"February 11, 2011","Fantasy, Romance, Animation, Family",53
A Good Old Fashioned Orgy,"September 2, 2011",Comedy,44
The Good Doctor,"August 31, 2012","Drama, Thriller",52
POM Wonderful Presents: The Greatest Movie Ever Sold,"April 22, 2011","Comedy, Documentary",66
The Green Hornet,"January 14, 2011","Action, Thriller, Crime",39
Green Lantern,"June 19, 2020","Action, Adventure, Sci-Fi",0
Hall Pass,"February 25, 2011",Comedy,45
The Hangover Part II,"May 26, 2011",Comedy,44
Hanna,"April 8, 2011","Action, Adventure, Thriller",65
Happy Feet Two,"November 18, 2011","Comedy, Music, Animation, Family",50
Happythankyoumoreplease,"March 4, 2011","Drama, Comedy",45
Harry Potter and the Deathly Hallows: Part 2,"July 15, 2011","Adventure, Mystery, Fantasy",87
The Help,"August 10, 2011",Drama,62
Hesher,"May 13, 2011",Drama,45
Higher Ground,"August 26, 2011",Drama,74
Hoodwinked Too! Hood VS. Evil,"April 29, 2011",Animation,20
Horrible Bosses,"July 8, 2011","Comedy, Crime",57
Hugo,"November 23, 2011","Mystery, Family",83
I Am Number Four,"February 18, 2011","Action, Sci-Fi",36
I Melt with You,"December 9, 2011",Thriller,26
The Ides of March,"October 7, 2011",Drama,67
Immortals,"November 11, 2011","Action, Drama, Fantasy",46
A Wrinkle in Time,"March 9, 2018","Adventure, Sci-Fi, Fantasy, Family",53
Inside Out,"June 19, 2015","Adventure, Drama, Fantasy, Comedy, Animation, Family",94
Insidious: The Last Key,"January 5, 2018","Drama, Mystery, Thriller, Horror",49
J. Edgar,"November 9, 2011","Biography, Drama",59
Jack and Jill,"November 11, 2011",Comedy,23
Janie Jones,"October 28, 2011","Drama, Music",52
Judy Moody and the Not Bummer Summer,"June 10, 2011",Comedy,37
Jumping the Broom,"May 6, 2011",Comedy,56
Just Go with It,"February 11, 2011","Comedy, Romance",33
Justin Bieber: Never Say Never,"February 11, 2011","Music, Documentary",52
Kill the Irishman,"March 11, 2011","Action, Crime",50
Killer Elite,"September 23, 2011","Action, Thriller",44
Kung Fu Panda 2,"May 26, 2011","Action, Adventure, Comedy, Animation, Family",67
Larry Crowne,"July 1, 2011","Drama, Comedy",41
The Happiest Day in the Life of Olli Mäki,"April 21, 2017","Biography, Drama, Sport, Romance",83
Like Crazy,"May 5, 2017","Drama, Comedy",74
Limitless,"March 18, 2011",Thriller,59
The Lincoln Lawyer,"March 18, 2011",Drama,63
Lucky,"September 29, 2017","Drama, Comedy",79
Machine Gun Preacher,"September 23, 2011","Action, Biography",43
Margaret,"September 30, 2011",Drama,61
Margin Call,"October 21, 2011",Thriller,76
Mars Needs Moms,"March 11, 2011","Adventure, Sci-Fi, Comedy, Animation, Family",49
Martha Marcy May Marlene,"October 21, 2011","Drama, Thriller",75
Mechanic: Resurrection,"August 26, 2016","Action, Thriller, Crime",38
Midnight in Paris,"May 20, 2011","Comedy, Romance",81
Moneyball,"September 23, 2011",Drama,87
Monte Carlo,"July 1, 2011","Adventure, Comedy, Romance",43
The Muppets,"November 23, 2011","Comedy, Family",75
The Music Never Stopped,"March 18, 2011",Drama,60
No Strings Attached,"January 21, 2011","Comedy, Romance",50
"Two Days, One Night","December 24, 2014",Drama,89
Our Idiot Brother,"August 26, 2011",Comedy,60
Page One: A Year Inside the New York Times,"June 17, 2011",Documentary,68
Paranormal Activity 3,"October 21, 2011",Horror,59
"Paul, Apostle of Christ","March 28, 2018",Drama,0
Pearl Jam Twenty,"September 20, 2011","Music, Documentary",59
Peep World,"March 25, 2011",Comedy,27
The Perfect Host,"July 1, 2011",Thriller,48
Pirates of the Caribbean: On Stranger Tides,"May 20, 2011","Action, Adventure, Fantasy",45
Priest,"May 13, 2011","Action, Thriller, Horror",41
Prometheus,"June 8, 2012","Action, Adventure, Sci-Fi, Drama, Thriller, Horror",65
Puncture,"September 23, 2011",Drama,54
Puss in Boots,"October 28, 2011","Adventure, Fantasy, Comedy, Animation",65
Rango,"March 4, 2011","Action, Adventure, Comedy, Animation, Family",75
Real Steel,"October 7, 2011","Action, Sci-Fi, Drama",56
Red Riding Hood,"March 11, 2011","Drama, Thriller",29
Red State,"October 19, 2011","Thriller, Horror",50
Restless Creature: Wendy Whelan,"May 24, 2017",Documentary,87
Madea's Family Reunion,"February 24, 2006","Drama, Comedy, Romance",45
Rise of the Planet of the Apes,"August 5, 2011","Action, Adventure, Sci-Fi",68
The Rite,"January 28, 2011","Drama, Thriller, Horror",38
The Roommate,"February 4, 2011","Drama, Thriller",23
The Rum Diary,"October 28, 2011","Adventure, Drama",56
Sanctum,"February 4, 2011","Action, Adventure, Drama, Thriller",42
Scream 4,"April 15, 2011","Mystery, Thriller, Horror",52
Season of the Witch,"January 7, 2011","Adventure, Drama, Fantasy",28
Seven Days in Utopia,"September 2, 2011","Drama, Sport",37
Shark Night 3D,"September 2, 2011","Thriller, Horror",22
Sherlock Holmes: A Game of Shadows,"December 16, 2011","Action, Mystery",48
The Sitter,"December 9, 2011",Comedy,39
Skateland,"May 13, 2011",Drama,51
Smurfs: The Lost Village,"April 7, 2017","Adventure, Fantasy, Comedy, Animation, Family",40
Snow Flower and the Secret Fan,"July 15, 2011","Drama, History",42
Something Borrowed,"May 6, 2011","Drama, Comedy, Romance",36
The Son of No One,"November 4, 2011","Action, Thriller, Crime",36
Soul Surfer,"April 8, 2011","Action, Drama, Sport",53
Source Code,"April 1, 2011","Action, Sci-Fi, Thriller",74
Spy Kids: All the Time in the World,"August 19, 2011","Action, Adventure, Sci-Fi, Comedy, Family",37
Straw Dogs,"September 16, 2011",Thriller,45
Sucker Punch,"March 25, 2011","Action, Thriller, Fantasy",33
Super Dark Times,"September 29, 2017","Drama, Thriller",75
Super 8,"June 10, 2011",Sci-Fi,72
Take Me Home Tonight,"March 4, 2011","Drama, Comedy",42
Take Shelter,"September 30, 2011",Drama,85
Texas Killing Fields,"October 14, 2011","Drama, Thriller, Crime",49
Things to Come,"December 2, 2016",Drama,88
Thor: Ragnarok,"November 3, 2017","Action, Adventure, Sci-Fi, Drama, Fantasy, Comedy",74
The Three Musketeers,"October 21, 2011","Action, Adventure, Romance",35
Tower Heist,"November 4, 2011","Action, Comedy, Crime",59
Transformers: Dark of the Moon,"June 29, 2011","Action, Adventure, Sci-Fi",42
The Tree of Life,"May 27, 2011","Drama, Fantasy",85
Trespass Against Us,"January 20, 2017","Action, Drama, Thriller, Crime",50
The Unknown Girl,"September 8, 2017","Drama, Mystery, Thriller, Crime",65
Waiting for Forever,"February 4, 2011","Drama, Romance",26
Wolf Warrior 2,"July 28, 2017","Action, Drama, War",44
Water for Elephants,"April 22, 2011",Drama,52
The Way He Looks,"November 7, 2014","Drama, Romance",71
We Bought a Zoo,"December 23, 2011","Drama, Comedy",58
Win It All,"April 7, 2017",Comedy,77
Winnie the Pooh,"July 15, 2011","Animation, Family",74
X-Men: First Class,"June 3, 2011","Action, Sci-Fi, Drama",65
Young Adult,"December 9, 2011","Drama, Comedy",71
Your Highness,"April 8, 2011","Adventure, Thriller, Fantasy, Comedy",31
The Zookeeper's Wife,"March 31, 2017","Biography, Drama, History, War",57
"3, 2, 1... Frankie Go Boom","October 12, 2012",Comedy,51
2 Days in New York,"August 10, 2012",Comedy,61
A Burning Hot Summer,"June 29, 2012",Drama,62
A Late Quartet,"November 2, 2012",Drama,67
Ai Weiwei: Never Sorry,"July 27, 2012",Documentary,81
Albatross,"January 13, 2012",Drama,42
Anna Karenina,"November 16, 2012",Drama,63
Arbitrage,"September 14, 2012","Drama, Thriller",73
Attenberg,"March 9, 2012",Drama,73
Bad Kids Go to Hell,"December 7, 2012","Mystery, Thriller, Comedy",40
Bareilly Ki Barfi,"August 18, 2017","Comedy, Romance",0
Being Flynn,"March 2, 2012","Drama, Comedy",53
Beneath the Darkness,"January 6, 2012",Thriller,22
Beyond the Black Rainbow,"May 18, 2012","Sci-Fi, Mystery, Thriller",49
Only the Brave,"October 20, 2017","Biography, Drama",72
Casa de mi Padre,"March 16, 2012",Comedy,52
Celeste and Jesse Forever,"August 3, 2012","Drama, Comedy, Romance",59
