Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
The Losers,0,0,17,0,0,0,0,0,0,9,0,0,100,20,0,0,0,25,0,0,55,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,71,0,0,0,0,0,11,5,0,0,5,0,0,0,0,0,35,0,0,0,20,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0,28,18,0,0,0,0,0,0,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,19,15,8,0,45,0,22,38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,36,0,68,0,0,30,0,0,0,0,33,0,43,0,0,0,0,0,6,57,0,14,23,65,0,28,4,0,0,0,0,19,0,18,0,0,70,0,14,0,0,0,48,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,10,0,0,22,0,0,0,0,0,26,11,0,0,0,0,0,0,0,39,47,61,The Losers,0,0,0,0,0,12,0,0,0,0,0,0
Lottery Ticket,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,100,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,31,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,20,0,0,0,0,0,0,16,0,0,0,0,0,0,33,0,4,0,0,0,12,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,23,0,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,40,76,81,Lottery Ticket,0,0,0,0,0,0,0,0,0,0,0,0
Love Ranch,0,0,0,0,0,0,0,0,0,10,0,0,25,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,0,26,0,10,6,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,17,0,27,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,27,0,4,15,47,0,12,0,0,0,0,0,9,0,13,0,0,23,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,6,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,25,17,100,Love Ranch,0,0,0,0,8,6,0,0,0,0,0,0
Love & Other Drugs,0,0,0,0,0,0,0,0,0,15,0,0,27,10,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,78,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,30,42,76,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,47,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,36,0,33,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,69,0,14,40,74,0,47,4,0,0,0,0,70,0,0,0,0,54,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,51,0,0,100,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,19,22,Love & Other Drugs,0,0,0,0,0,49,0,0,0,0,0,0
MacGruber,0,0,0,0,0,0,0,0,0,10,0,0,51,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,20,0,0,0,11,0,21,0,0,0,0,14,0,0,0,56,0,0,0,0,35,10,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,7,3,0,0,52,0,21,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,48,0,0,0,0,0,0,0,51,0,11,0,0,0,0,0,0,16,0,16,21,0,0,16,2,0,0,0,0,14,0,15,0,0,19,0,12,28,0,0,18,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,10,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,29,72,MacGruber,0,0,0,0,5,6,0,0,0,0,0,0
Machete,0,0,0,0,0,0,0,0,0,42,0,0,31,39,38,0,0,0,0,0,20,0,0,0,0,37,0,0,0,14,0,0,0,17,0,0,0,0,35,0,0,0,0,0,40,0,0,0,66,0,0,0,0,59,20,0,0,0,23,0,18,0,0,76,53,9,66,0,0,0,0,0,0,0,29,17,0,0,0,0,0,0,38,0,0,20,0,0,0,0,100,0,0,0,0,0,0,84,13,40,0,9,9,6,0,23,0,9,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,10,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,29,0,17,0,0,70,0,55,38,36,0,11,24,62,0,83,9,0,0,0,0,7,0,16,0,0,23,0,18,0,0,0,21,0,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0,0,6,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,7,16,29,40,Machete,32,0,0,0,41,5,0,0,0,0,0,0
Marmaduke,0,0,0,0,0,0,0,0,0,32,0,0,85,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,42,0,0,0,32,0,0,0,0,76,0,0,0,0,0,95,0,0,0,29,0,0,0,0,56,35,0,0,0,27,0,55,0,0,36,39,0,0,0,0,0,0,0,0,0,47,29,0,0,0,0,0,0,45,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,6,0,0,87,0,16,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,83,0,0,0,0,0,0,0,49,0,22,0,0,0,0,0,36,36,0,28,59,88,0,49,0,0,0,0,0,0,0,21,0,0,38,0,47,41,0,0,35,0,0,0,45,47,0,0,0,0,0,0,0,0,0,0,0,52,41,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,100,83,Marmaduke,48,0,0,0,23,7,0,0,0,0,0,0
Marwencol,0,0,0,0,0,0,0,0,0,9,0,0,72,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,85,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,80,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,34,0,10,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,100,Marwencol,0,0,0,0,0,0,0,0,0,0,0,0
Megamind,0,0,0,0,0,0,0,0,0,21,0,0,86,26,0,0,0,78,0,0,47,0,0,0,0,0,0,0,0,8,0,0,0,34,0,0,0,0,78,0,0,0,0,0,31,5,0,0,18,0,0,0,0,0,45,0,0,0,21,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,32,41,0,0,0,0,0,0,24,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,34,17,0,41,28,24,0,68,0,20,71,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,34,0,0,0,0,0,51,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,20,0,0,0,0,0,27,0,79,0,0,29,0,0,0,0,34,0,62,0,0,0,0,0,13,99,0,12,44,100,0,44,5,0,0,0,0,29,0,40,0,0,86,0,23,0,0,0,60,0,18,0,36,64,0,0,0,0,0,0,0,0,0,0,0,50,31,0,0,11,0,0,39,0,0,0,0,0,0,10,0,0,0,0,0,0,5,65,68,76,Megamind,0,0,0,0,13,34,0,0,0,0,0,0
Middle Men,0,0,0,0,0,0,0,0,0,9,0,0,84,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,76,0,0,0,0,0,9,5,0,0,6,0,0,0,0,0,26,0,0,0,16,0,22,0,0,0,0,16,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0,31,7,12,0,87,0,17,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,20,0,73,0,0,0,0,0,0,0,26,0,39,0,0,0,0,0,0,53,0,7,13,0,0,20,3,0,0,0,0,17,0,25,0,0,52,0,0,0,0,0,54,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,8,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,73,69,100,Middle Men,0,0,0,0,0,6,0,0,0,0,0,0
Mirrors 2,0,0,13,0,0,0,0,0,0,11,0,0,33,30,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,24,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,41,0,0,0,34,0,24,0,0,0,0,23,0,0,0,63,0,0,0,0,26,13,0,0,0,0,0,0,35,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,26,6,16,0,25,0,14,6,0,1,0,21,0,0,0,0,0,0,0,30,0,0,0,0,0,38,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,26,0,41,0,0,0,0,0,0,0,26,0,36,0,0,0,0,0,0,35,0,29,26,0,0,100,12,0,0,0,0,13,0,40,0,0,25,0,32,20,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,0,0,0,5,0,0,0,0,0,24,11,0,0,0,0,0,0,0,23,39,24,Mirrors 2,0,0,0,0,6,5,0,0,0,0,0,0
Morning Glory,0,0,0,0,0,0,0,0,0,19,0,0,98,25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,100,0,76,0,0,0,0,0,16,5,0,0,7,0,0,0,0,0,34,0,0,0,16,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,43,19,0,14,27,0,0,45,0,19,16,0,8,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,60,0,0,19,0,0,0,0,27,0,18,0,0,0,0,0,9,54,0,10,17,0,0,20,4,0,0,0,0,7,0,17,0,0,88,0,0,0,0,0,51,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,12,0,0,36,0,0,0,0,0,0,6,0,0,0,0,0,0,5,30,50,88,Morning Glory,0,0,0,0,0,21,0,0,0,0,0,0
Mother and Child,0,0,8,0,0,0,0,0,0,2,0,0,29,0,0,0,0,37,0,0,9,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,63,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,44,10,7,0,34,0,7,4,72,1,0,0,0,51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,73,0,0,0,0,11,0,30,0,0,0,0,0,0,100,0,2,5,0,0,6,0,0,0,0,0,6,0,0,0,0,53,0,0,0,0,0,68,0,5,0,2,54,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,39,4,0,0,0,0,57,0,3,0,0,0,0,0,0,0,38,25,30,Mother and Child,0,0,0,0,0,3,0,0,0,0,0,0
My Soul to Take,0,0,0,0,0,0,0,0,0,21,0,0,59,29,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,86,0,0,0,0,0,18,5,0,0,12,0,0,0,0,0,43,0,0,0,18,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0,38,24,0,0,0,0,0,0,37,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0,22,14,0,0,51,0,16,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,37,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,24,0,0,0,0,0,27,0,53,0,0,0,0,0,0,0,38,0,48,0,0,0,0,0,14,81,0,34,36,100,0,43,7,0,0,0,0,16,0,45,0,0,62,0,32,0,0,0,73,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,18,0,0,13,0,0,24,0,0,0,0,0,0,8,0,0,0,0,0,0,0,39,48,95,My Soul to Take,0,0,0,0,21,13,0,0,0,0,0,0
Nanny McPhee Returns,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,33,0,93,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,100,0,0,0,80,0,0,0,0,0,0,0,22,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,26,68,Nanny McPhee Returns,0,0,0,0,0,0,0,0,0,0,0,0
Never Let Me Go,0,0,14,0,0,0,0,0,0,21,0,0,60,14,0,0,0,28,0,0,28,0,0,0,0,20,31,0,0,25,0,0,0,26,0,0,0,0,40,0,0,0,0,0,33,5,0,0,11,0,0,0,0,22,37,0,0,0,18,0,19,0,0,0,13,22,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,96,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,33,22,0,18,25,16,0,47,0,21,17,0,5,0,0,0,30,0,0,0,0,0,0,44,0,0,0,0,34,0,0,0,0,0,27,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,25,0,53,0,0,20,0,0,0,0,30,0,25,0,0,0,0,0,9,100,0,26,29,0,0,52,9,0,0,0,0,16,0,40,0,0,54,0,21,29,0,0,73,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,12,0,0,12,0,0,0,0,0,33,17,0,0,0,0,0,0,10,28,45,35,Never Let Me Go,0,0,0,0,10,9,0,0,0,0,0,0
The Next Three Days,0,0,20,0,0,0,0,0,0,14,0,0,69,22,0,0,0,30,0,0,31,0,0,0,0,0,47,0,0,3,0,0,0,34,0,0,0,0,48,0,0,0,0,0,16,6,0,0,6,0,0,0,0,0,78,0,0,60,17,0,54,0,0,21,0,31,0,0,0,55,0,0,0,0,41,8,0,0,0,0,0,62,18,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,34,38,0,23,11,21,0,70,0,35,80,0,2,0,33,0,24,0,0,62,0,0,32,49,0,0,0,0,26,0,0,100,0,0,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,0,58,0,40,0,0,14,0,0,0,0,79,0,50,0,0,0,0,0,0,40,0,21,32,37,47,69,3,0,0,0,0,44,0,65,0,0,46,0,16,39,0,0,36,0,13,0,6,37,0,0,0,0,0,0,0,0,0,0,0,69,30,0,0,14,0,0,29,0,0,0,0,0,46,22,0,0,0,0,0,0,6,49,39,30,The Next Three Days,0,0,0,0,6,6,0,0,0,0,0,0
Night Catches Us,0,0,0,0,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,36,100,Night Catches Us,0,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street,0,0,23,0,0,0,0,0,0,28,0,0,72,51,0,0,0,49,0,0,32,0,0,0,0,0,0,0,0,13,0,0,0,44,0,0,0,0,66,0,0,0,0,0,34,0,0,0,21,0,0,0,0,0,75,0,0,0,0,0,48,0,0,0,0,53,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,75,46,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,32,17,0,49,20,31,0,68,0,31,11,0,2,0,40,0,0,0,0,58,0,0,0,0,0,0,0,0,44,0,0,0,0,0,35,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,22,0,0,0,0,0,36,0,58,0,0,0,0,0,0,0,69,0,100,0,0,0,0,0,16,61,0,17,44,99,0,91,6,0,0,0,0,38,0,90,0,0,40,0,0,36,0,0,32,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,45,27,0,0,10,0,0,28,0,0,0,0,0,37,15,0,0,0,0,0,0,5,50,67,73,A Nightmare on Elm Street,0,0,0,0,22,20,0,0,0,0,0,0
The Other Guys,0,0,0,0,0,0,0,0,0,10,0,0,96,11,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,88,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,46,0,0,0,13,0,47,0,0,0,0,19,0,0,0,59,0,0,0,0,28,7,0,0,0,0,0,0,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,18,9,13,0,100,0,25,4,0,2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,30,0,82,0,0,0,0,0,0,0,52,0,30,0,0,0,0,0,0,39,0,8,22,0,0,37,3,0,0,0,0,20,0,32,0,0,59,0,0,35,0,0,53,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,52,12,0,0,7,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37,67,93,The Other Guys,0,0,0,0,0,6,0,0,0,0,0,0
Our Family Wedding,0,0,6,0,0,0,0,0,0,2,0,0,20,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31,0,0,28,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,0,0,16,0,0,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,6,11,38,0,30,0,0,0,0,0,9,0,0,0,0,8,0,0,14,0,0,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,17,39,Our Family Wedding,0,0,0,0,0,2,0,0,0,0,0,0
Paper Man,0,0,0,0,0,0,0,0,0,5,0,0,49,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,39,0,0,0,0,0,7,4,0,0,5,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,74,11,0,0,72,0,11,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,55,0,0,0,0,0,0,0,20,0,97,0,0,0,0,0,4,100,0,6,10,0,0,11,7,0,0,0,0,13,0,0,0,0,70,0,0,0,0,0,56,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,12,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,45,54,46,Paper Man,0,0,0,0,0,8,0,0,0,0,0,0
Paranormal Activity 2,0,0,32,0,0,0,0,0,0,12,0,0,65,43,0,0,0,0,0,0,63,0,0,0,0,0,47,0,0,3,0,0,0,26,0,0,0,0,62,0,0,0,0,0,24,0,0,0,15,0,0,0,0,0,60,0,0,0,55,0,44,0,0,0,0,24,0,0,0,0,0,0,0,0,42,68,0,0,0,0,0,0,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,23,26,17,0,66,0,20,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,39,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,40,0,0,0,0,0,51,0,59,0,0,0,0,0,0,0,48,0,29,0,0,0,0,0,10,61,0,100,33,70,0,59,0,0,0,0,0,25,0,42,0,0,48,0,83,0,0,0,25,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,54,34,0,0,0,0,0,21,0,0,0,0,0,58,96,0,0,0,0,0,0,0,41,72,59,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
