	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
608	The Counselor	2016	NOT RATED	17	11	Short; Drama; Thriller	Guy Bauer	Miles Fisher; Taylor Bostwick; Megan Skord	At a crisis center in late 1971 a freshly minted counselor on the late shift takes his first call: a suicidal teenager whose parents wont let her come home for Christmas The call exposes truths about each that lead to a surprising conclusion	English	USA		7.8		48			25-Oct-13	2013	10	171280.0	39.0	211.0	26.0	25000000	16973715	Fox	negative	subjective	0.869768023	1.0
609	Million Dollar Arm	2014	PG	7	124	Biography; Drama; Sport	Craig Gillespie	Jon Hamm; Pitobash; Suraj Sharma; Madhur Mittal	In 2008 J B Bernstein is a sports agent who finds his business being seriously outplayed by his deep-pocketed competitors Inspired by reality shows and Indian cricket games on TV Bernstein gets the bold idea of finding cricket players in India and training them to become pro baseball players in America After a long search Bernstein finds two talented but non-cricket playing youths Rinku Singh and Dinesh Patel Together Berthstein takes his prospects to Los Angeles where they find mastering a new sport in a foreign land a daunting challenge As these boys struggle amid an alien culture Bernstein must find a way to make their dream come true In doing Bernstein finds a deeper humanity to his work with growing friendships he never expected to have	English; Hindi	USA	1 win & 2 nominations	7.0	64.0	56		Walt Disney Pictures	16-May-14	2014	5	1854655.0	512.0	5444.0	206.0	25000000	36457627	Buena Vista	negative	subjective	0.473191649	1.0
610	The Giver	2014	PG-13	13	97	Drama; Romance; Sci-Fi	Phillip Noyce	Jeff Bridges; Meryl Streep; Brenton Thwaites; Alexander Skarsgård	After The Ruin a colorless equalitarian society is formed without memories and everyone follows rules established by the Chief Elder and the Elders The population uses drugs to stay happy and on the day of the graduation the teenagers leave their childhood and are assigned to a career chosen by the Elders Jonas lives with his parents and has two best friends Fiona and Asher and he feels different from his friends He is assigned to be the Receiver of Memories and he is trained by his mentor The Giver who gives memories of the world before The Ruin Jonas learns emotions such as love and fear and the concept of family When he discovers that the baby Gabriel that he loves as a brother will be eliminated he decides to change his society but the Chief Elder will do anything to stop him	English	South Africa; Canada; USA	2 wins & 6 nominations	6.5	35.0	47	33480518.0	The Weinstein Company	15-Aug-14	2014	8	86575.0	6.0	30.0	6.0	25000000	45090374	Weinstein Company	negative	subjective	0.747752488	1.0
611	Dirty Grandpa	2016	R	17	102	Comedy	Dan Mazer	Robert De Niro; Zac Efron; Zoey Deutch; Aubrey Plaza	Jason Kelly the grandson of Dick Kelly loses his grandmother about two weeks before his wedding to Meredith He tries to assist his grandfather and console him for his loss but was rather tricked into a spring break road trip chasing youth once again with the help of Shadia and Lenore the two men go on an adventure theyll never forget	English	USA	2 wins & 11 nominations	5.9	11.0	21	34690808.0	Lionsgate Films	22-Jan-16	2016	1	1385118.0	373.0	3731.0	293.0	25000000	35593113	Lionsgate	neutral	subjective	0.539618134	1.0
612	The Greatest Game Ever Played	2005	PG	7	120	Biography; Drama; History	Bill Paxton	James Paxton; Tom Rack; Armand Laroche; Peter Hurley	Near the turn of the twentieth century young Harry Vardon becomes a champion golfer but learns that his amazing skill is no match for the class boundaries that exclude him from gentlemanly English society A dozen years later a young American Francis Ouimet fights against the same prejudice as well as his own fathers disdain for a chance to participate in the US Open against his idol -- Harry Vardon The struggles of both men for acceptance provides the background for an amazing contest of skills	English	USA; Canada	3 nominations	7.5	63.0	55	15283642.0	Buena Vista Pictures	30-Sep-05	2005	9	311913.0	54.0	321.0	10.0	25000000	15337393	Buena Vista	neutral	objective	0.714003086	1.0
613	Hide and Seek	2005	R	17	101	Drama; Horror; Mystery	John Polson	Robert De Niro; Dakota Fanning; Famke Janssen; Elisabeth Shue	Hide and Seek revolves around a widower and his daughter They move to upstate and Emily soon creates an imaginary friend named Charlie but this act takes an unexpected and terrifying turn where her father and doctor start to worry about Emilys gruesome habits	English	USA; Germany	1 win & 5 nominations	5.9	13.0	35	51100000.0	20th Century Fox	28-Jan-05	2005	1	2949421.0	1586.0	4437.0	275.0	25000000	51100486	Fox	positive	subjective	0.490798771	1.0
614	Underclassman	2005	PG-13	13	95	Action; Comedy; Crime	Marcos Siega	Nick Cannon; Adrian Young; Art Bonilla; Bart McCarthy	A young detective goes undercover at an elite private school to destroy an international stolen car ring	English	USA		4.1	6.0	19	5567645.0	Miramax Films	2-Sep-05	2005	9	296977.0	46.0	230.0	10.0	25000000	5655459	Miramax	neutral	objective	0.837197602	1.0
615	August Rush	2007	PG	7	114	Drama; Music	Kirsten Sheridan	Freddie Highmore; Keri Russell; Jonathan Rhys Meyers; Terrence Howard	The story of a charismatic young Irish guitarist and a sheltered young cellist who have a chance encounter one magical night above New Yorks Washington Square but are soon torn apart leaving in their wake an infant August Rush orphaned by circumstance Now performing on the streets of New York and cared for by a mysterious stranger August uses his remarkable musical talent to seek the parents from whom he was separated at birth	English	USA	Nominated for 1 Oscar Another 4 wins & 10 nominations	7.5	37.0	38	31529568.0	Warner Bros. Pictures	21-Nov-07	2007	11	130449.0	19.0	395.0	7.0	25000000	31664162	Warner Bros.	positive	subjective	0.613453031	1.0
616	Bridge to Terabithia	2007	PG	7	96	Adventure; Drama; Family	Gabor Csupo	Josh Hutcherson; AnnaSophia Robb; Zooey Deschanel; Robert Patrick	Jesse Aarons trained all summer to become the fastest runner in school so hes very upset when newcomer Leslie Burke outruns him and everyone else Despite this and other differences including that shes rich hes poor and shes a city girl hes a country boy the two become fast friends Together they create Terabithia a land of monsters trolls ogres and giants and rule as king and queen This friendship helps Jess deal with the tragedy that makes him realize what Leslie taught him	English	USA	6 wins & 5 nominations	7.2	85.0	74	82234139.0	Buena Vista Pictures	16-Feb-07	2007	2	529337.0				25000000	82272442	Buena Vista	negative	subjective	0.585679829	1.0
617	Good Luck Chuck	2007	R	17	96	Comedy; Fantasy; Romance	Mark Helfrich	Connor Price; Troy Gentile; Mackenzie Mowat; Sasha Pieterse	Early thirty-something dentist Dr Charlie Logan has never experienced true love despite having had a number of girlfriends over the years After an announcement by one of his ex-girlfriends as such at her wedding Charlie gets a reputation as being a good luck charm Every woman he has slept with has met and married her dream man immediately following He is encouraged to exploit this reputation by his long time best friend Dr Stu Klaminsky a sex obsessed sex starved schlub who became a plastic surgeon just so that he could masturbate over the sight of womens breasts Charlie doesnt want to be solely a stepping stone for women which is how they end up treating him once he gains this reputation as a lucky charm but rather ones true love He believes the woman of his dreams is accident-prone Cam Wexler who works as the penguin caretaker at the aquarium Cam initially doesnt want to date Charlie because of his reputation as a one-night stand type of guy Charlie in turn doesnt want to sleep with Cam as he is certain she will find her true love after they do Cams true love seems destined to be penguin expert Howard Blaine To get to true happiness Charlie feels he needs to speak to Anisha Carpenter who he feels is the cause of his current problems Anisha ends up helping him in a way he doesnt expect	English	USA; Canada	1 win & 3 nominations	5.6	5.0	19	35000629.0	Lionsgate Films	21-Sep-07	2007	9	1765.0	0.0	1.0	0.0	25000000	35017297	Lionsgate	positive	subjective	0.91514641	1.0
618	Hot Rod	2007	PG-13	13	88	Comedy	Akiva Schaffer	Andy Samberg; Jorma Taccone; Bill Hader; Danny McBride	Rod Kimble is a naïf a slacker living in a small US town with his mom his younger brother and his stepfather whose respect he craves He also misses his dead dad whom he thinks was Evel Knievels back-up Rod a man-child believes that he is a stunt man When his stepfather needs an operation with help from his brother and his slacker pals Rod hatches a plan to set a school-bus-jumping record on his moped First his crew and he have to raise money to rent the buses and build the ramp Trouble is Rods inept at his chosen career Looming failure is complicated by the return of Denise Rods next-door neighbor and secret heartthrob who is home from college Is public humiliation at hand?	English	USA	1 win & 1 nomination	6.7	41.0	43	13900000.0	Paramount Pictures	3-Aug-07	2007	8	940813.0				25000000	13938332	Paramount	neutral	subjective	0.59175545	1.0
619	No Country for Old Men	2007	R	17	122	Crime; Drama; Thriller	Ethan Coen; Joel Coen	Tommy Lee Jones; Javier Bardem; Josh Brolin; Woody Harrelson	In rural Texas welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong Rather than report the discovery to the police Moss decides to simply take the two million dollars present for himself This puts the psychopathic killer Anton Chigurh (Javier Bardem) on his trail as he dispassionately murders nearly every rival bystander and even employer in his pursuit of his quarry and the money As Moss desperately attempts to keep one step ahead the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in Meanwhile the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart	English; Spanish	USA	Won 4 Oscars Another 156 wins & 132 nominations	8.1	93.0	91	74223625.0	Miramax Films	9-Nov-07	2007	11	200157.0	60.0	373.0	14.0	25000000	74283625	Miramax	neutral	subjective	0.504248321	1.0
620	The Ruins	2008	R	17	90	Horror	Carter Smith	Jonathan Tucker; Jena Malone; Laura Ramsey; Shawn Ashmore	A group of friends whose leisurely Mexican holiday takes a turn for the worse when they along with a fellow tourist embark on a remote archaeological dig in the jungle where something evil lives among the ruins	English; Maya; Spanish; Greek; German	USA; Germany; Australia	6 nominations	5.9	48.0	44	17402425.0	DreamWorks/Paramount Studios	4-Apr-08	2008	4	304647.0				25000000	17432844	Paramount (DreamWorks)	negative	subjective	0.80932343	1.0
621	Carnage	2011	R	17	80	Comedy; Drama	Roman Polanski	Jodie Foster; Kate Winslet; Christoph Waltz; John C. Reilly	In Brooklyn Bridge Park eleven year old Zachary Cowan strikes his eleven year old classmate Ethan Longstreet across the face with a stick after an argument Among the more serious of Ethans injuries is a permanently missing tooth and the possibility of a second tooth also being lost Their respective parents learn of the altercation through Ethans parents questioning him about his injuries The Longstreet parents invite the Cowan parents to their Brooklyn apartment to deal with the incident in a civilized manner They are: Penelope Longstreet whose idea it was to invite the Cowans she whose priorities in life include human rights and justice Michael Longstreet who tries to be as accommodating as possible to retain civility in any situation Nancy Cowan a nervous and emotionally stressed woman and Alan Cowan who is married more to his work as evidenced by the attachment he has to his cell phone and taking work calls at the most inopportune times Although the meeting starts off civilized enough it quickly degenerates after an unfortunate incident by Nancy The degeneration of their meeting not only has to do with their boys fight but also the other couples fitness as parents the state of their respective marriages and their place in a crazy world	English	France; Germany; Poland; Spain; USA	Nominated for 2 Golden Globes Another 7 wins & 19 nominations	7.2	71.0	61	2200000.0	Sony Pictures Classics	16-Dec-11	2011	12	633961.0	247.0	675.0	107.0	25000000	60158	Wellspring	neutral	subjective	0.715594947	1.0
622	The Lucky One	2012	PG-13	13	101	Drama; Romance	Scott Hicks	Zac Efron; Taylor Schilling; Blythe Danner; Riley Thomas Stewart	Logan is a marine serving in Iraq While there he finds a photo of a girl with keep safe written on the back He is admiring it when his unit is attacked He survives and credits the photo for saving him He tries to find the owner but cant assuming he was killed When he goes back to the States he finds it difficult to adjust and is still haunted by what happened Analyzing the photo he finds in the background a landmark that tells him she is in Louisiana He then goes there and finds her He learns her name is Beth He tries to tell her what happened but cant get the words out She assumes hes there to apply for the job they advertised looking for someone to help at her familys business a dog kennel He says yes but at first she gets an uneasy feeling from him but her grandmother decides to give him a chance It isnt long that he makes a connection with her son He then discovers that it was her brother who had the picture only he doesnt remember him He sees that her brothers death has a profound effect on her Eventually they get close which makes her grandmother happy but not her ex who is a deputy sheriff whos always threatening to take their son away from her	English	USA	5 wins & 7 nominations	6.5	20.0	39	60443237.0	Warner Bros. Pictures	20-Apr-12	2012	4	625370.0		1898.0	148.0	25000000	60457138	Warner Bros.	neutral	subjective	0.548758149	1.0
623	August: Osage County	2013	R	17	121	Drama	John Wells	Meryl Streep; Julia Roberts; Chris Cooper; Ewan McGregor	Violet Weston (Meryl Streep) has cancer and a propensity for pills and alcohol Shes a difficult woman to deal with and her husband has finally had enough Violets family gathers including middle daughter Ivy youngest daughter Karen (with her new fiancé) eldest daughter Barbara (with her separated husband and teenage daughter) and her sister Mattie Fae (with her husband and son in tow) A family tragedy causes tensions to run high and secrets to come out The Weston women will be forced to examine themselves and their lives whether they want to or not Welcome to Osage County Oklahoma in the sweltering heat of August	English	USA	Nominated for 2 Oscars Another 15 wins & 62 nominations	7.2	65.0	58	29202643.0	The Weinstein Company	25-Dec-13	2013	12	2736126.0	1154.0	4189.0	307.0	25000000	37738810	Weinstein Company	negative	subjective	0.375009567	1.0
624	Draft Day	2014	PG-13	13	110	Drama; Sport	Ivan Reitman	Chris Berman; Dave Donaldson; Patrick St. Esprit; Chi McBride	Its draft day in the NFL and as general manager of the Cleveland Browns Sonny is forced to come up with a big move After trading for the number one pick Sonny has to choose between a lower-ranked linebacker with a questionable past or a celebrated quarterback with a questionable future All the while Sonny is walking in the footsteps of his father and personal complications force their way to the surface	English	USA	1 nomination	6.8	59.0	54	21105891.0	Summit Entertainment	11-Apr-14	2014	4	3768634.0	597.0	2236.0	283.0	25000000	28842237	Lionsgate/Summit	negative	subjective	0.480350733	1.0
625	Jane Got a Gun	2015	R	17	98	Action; Drama; Western	Gavin O'Connor	Natalie Portman; Joel Edgerton; Ewan McGregor; Noah Emmerich	Jane Got a Gun centers on Jane Hammond who has built a new life with her husband Bill Ham Hammond after being tormented by the ultra-violent Bishop Boys outlaw gang She finds herself in the gangs cross-hairs once again when Ham stumbles home riddled with bullets after dueling with the Boys and their relentless mastermind Colin With the vengeful crew hot on Hams trail Jane has nowhere to turn but to her former fiancé Dan Frost for help in defending her family against certain destruction Haunted by old memories Janes past meets the present in a heart-stopping battle for survival	English	USA		5.9	41.0	49	976847.0	Relativity Media	29-Jan-16	2016	1	288102.0	80.0	439.0	31.0	25000000	1513793	Weinstein Company	neutral	subjective	0.506130576	1.0
626	Fist Fight	2017	R	17	91	Comedy	Richie Keen	Charlie Day; Ice Cube; Tracy Morgan; Jillian Bell	On the last day of school right on Senior Prank Day in Roosevelt High things dont look good for meek English teacher Andy Campbell who feels exceptionally expendable facing a bleak future in front of severe job cuts just before the years new school season But soon things will go from bad to worse when feeble Campbell will infuriate the scary hot-headed history teacher Ron Strickland who in turn he will challenge him in an old-school no-holds-barred mano-a-mano throwdown in front of everybody in the parking lot after school Inevitably now that the fight is on no excuses no regrets and certainly no talking sense into Strickland is going to save Campbell who needs to face the consequences of his actions and pay the heavy price After all snitches get stitches	English	USA	1 win	5.6	26.0	37	32153522.0	Warner Bros. Pictures	17-Feb-17	2017	2	3816936.0	749.0	9123.0	673.0	25000000	32187017	Warner Bros. (New Line)	positive	subjective	0.821288645	1.0
627	Tulip Fever	2017	R	17	105	Drama; Romance	Justin Chadwick	Alicia Vikander; Dane DeHaan; Jack O'Connell; Holliday Grainger	In 17th Century Amsterdam an orphaned girl Sophia (Alicia Vikander) is forcibly married to a rich and powerful merchant Cornelis Sandvoort (Christoph Waltz) - an unhappy arrangement that saves her from poverty After her husband commissions a portrait she begins a passionate affair with the painter Jan Van Loos (Dane DeHaan) a struggling young artist Seeking to escape the merchants ever-reaching grasp the lovers risk everything and enter the frenzied tulip bulb market with the hope that the right bulb will make a fortune and buy their freedom	English	UK; USA	1 nomination	6.2	9.0	38	2399374.0	The Weinstein Company	1-Sep-17	2017	9	296092.0	125.0	941.0	47.0	25000000	2455635	Weinstein Company	negative	subjective	0.661125541	1.0
628	Father Figures	2017	R	17	113	Comedy	Lawrence Sher	Robert Jon Mello; Ed Helms; Retta; Zachary Haven	Upon learning that their mother has been lying to them for years about their allegedly deceased father two fraternal twin brothers hit the road in order to find him	English	USA		4.9	22.0	22	16772934.0	Warner Bros. Pictures	22-Dec-17	2017	12	5910954.0	484.0	9667.0	861.0	25000000	17501244	Warner Bros.	negative	subjective	0.830904901	1.0
629	Balls of Fury	2007	PG-13	13	90	Comedy; Crime; Sport	Robert Ben Garant	Dan Fogler; Christopher Walken; George Lopez; Maggie Q	In the unsanctioned underground and unhinged world of extreme Ping-Pong the competition is brutal and the stakes are deadly Down-and-out former professional Ping-Pong phenom Randy Daytona is sucked into this maelstrom when FBI Agent Rodriguez recruits him for a secret mission Randy is determined to bounce back and recapture his former glory and to smoke out his fathers killer - one of the FBIs Most Wanted arch-fiend Feng But after two decades out of the game Randy cant turn his life around and avenge his fathers murder without a team of his own He calls upon the spiritual guidance of blind Ping-Pong sage and restaurateur Wong and the training expertise of Master Wongs wildly sexy niece Maggie both of whom also have a dark history with Feng All roads lead to Fengs mysterious jungle compound and the most unique Ping-Pong tournaments ever staged There Randy faces such formidable players as his long-ago Olympics opponent the still-vicious Karl Wolfschtagg Can Randy keep his eye on the ball? Will he achieve the redemption he craves while wielding a paddle? Is his backhand strong enough to triumph over rampant wickedness?	English; Mandarin	USA		5.3	22.0	38	32844290.0	Focus/Rogue Pictures	29-Aug-07	2007	8	65859.0	4.0	54.0	3.0	25000000	32886940	Rogue Pictures	neutral	subjective	0.764003873	1.0
630	Battle of the Sexes	2017	PG-13	13	121	Biography; Comedy; Drama	Jonathan Dayton; Valerie Faris	Emma Stone; Steve Carell; Andrea Riseborough; Natalie Morales	The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs	English	UK; USA	Nominated for 2 Golden Globes Another 2 wins & 14 nominations	6.8	85.0	73	12552907.0	Fox Searchlight Pictures	22-Sep-17	2017	9	819115.0	347.0	1073.0	275.0	25000000	12638526	Fox Searchlight	neutral	objective	0.827148676	1.0
631	Beyond a Reasonable Doubt	2009	PG-13	13	106	Crime; Drama; Mystery	Peter Hyams	Jesse Metcalfe; Amber Tamblyn; Michael Douglas; Joel David Moore	High profile lawyer Mark Hunter has an impeccable record putting criminals behind bars and is a shoo-in for governor in the upcoming election But when ambitious rookie journalist CJ Nicholas begins investigating Hunter for tampering with evidence to secure his convictions the district attorneys perfect record is up for scrutiny Commencing a risky game of cat and mouse with Hunter CJ frames himself as a murder suspect to catch the corrupt DA in the act Romantically involved with CJ but unaware of his assignment assistant DA Ella Crystal becomes caught between her bosss political ambitions and CJs dangerous expose As mounting evidence stacks up against both men Ellas own life becomes threatened when she discovers incriminating proof that puts the fate of both CJs innocence and Hunters reputation in her hands	English	USA; Saudi Arabia		5.9	7.0	35		Anchor Bay Entertainment	11-Sep-09	2009	9	288620.0	37.0	251.0	16.0	25000000	32917	Anchor Bay Films	neutral	subjective	0.777237654	1.0
632	College Road Trip	2008	G	1	83	Adventure; Comedy; Drama	Roger Kumble	Martin Lawrence; Raven-Symoné; Kym Whitley; Adam LeFevre	Melanie Porter (Raven-Symone)is a talented high school graduate who has selected a University 800 miles from home Her over protective father James (Martin Lawrence) doesnt want her to be so far away so he cooks up a plot to try to convince her to go to a local University On the guise of going to her selected university he forces a visit to his preferred (close to home) school This is a typical road trip movie with lost cars bumming rides on buses and planes covering that difficult time of life when a father loses control of his daughter	English	USA	1 nomination	4.3	12.0	36	45500000.0	Buena Vista Pictures	7-Mar-08	2008	3	9879.0	1.0	12.0	0.0	25000000	45610425	Buena Vista	positive	subjective	0.695208132	1.0
633	Dan in Real Life	2007	PG-13	13	98	Comedy; Drama; Romance	Peter Hedges	Steve Carell; Juliette Binoche; Dane Cook; Alison Pill	Single father Dan Burns dedicates his life to his children but one day he meets Marie at a bookstore They get to know each other but then Dan finds out that Marie is actually dating his brother Mitch	English	USA	4 nominations	6.8	65.0	65	30025543.0	Buena Vista Pictures	26-Oct-07	2007	10	1084834.0	279.0	1107.0	74.0	25000000	47642963	Buena Vista	neutral	subjective	0.793869078	1.0
634	Fighting	2009	PG-13	13	105	Action; Drama; Sport	Dito Montiel	Channing Tatum; Terrence Howard; Zulay Henao; Michael Rivera	Shawn MacArthur the kind-hearted son of an Alabama wrestling coach makes a grim living selling fake products on the streets in New York After dealing with thieving punks hes discovered by bare-knuckle/street-fight manager Harvey Boarden He soon proves himself worthy and starts earning a small fortune part of which he volunteers to spend on single mother Zulay Velez Shawn doesnt cheat and that seems to be a major problem notably after the arrival of his Alabama high-school rival	English; Russian	USA	1 nomination	5.6	39.0	61	23036320.0	Rogue Pictures	24-Apr-09	2009	4	3251520.0	265.0	8526.0	285.0	25000000	23091010	Universal	neutral	subjective	0.766746402	1.0
635	Greenberg	2010	R	17	107	Comedy; Drama; Romance	Noah Baumbach	Greta Gerwig; Koby Rouviere; Sydney Rouviere; Chris Messina	We like Florence: shes considerate sweet pretty and terrific with kids and dogs Shes twenty-five personal assistant to an LA family thats off on vacation Her bosss brother comes in from New York City fresh from a stay at an asylum to take care of the house Hes Roger a forty-year-old carpenter gone from LA for fifteen years He arrives doesnt drive and needs Florences help especially with the familys dog Hes also connecting with former band-mates - two men and one woman with whom he has a history He over-analyzes has a short fuse and doesnt laugh at himself easily As he navigates past and present hes his own saboteur And what of Florence? is Roger one more responsibility for her or something else?	English	USA	2 wins & 14 nominations	6.1	75.0	76	2293918.0	Focus Features	19-Mar-10	2010	3	177098.0	41.0	251.0	16.0	25000000	4234170	Focus Features	positive	subjective	0.991047561	1.0
636	Masterminds	2016	PG-13	13	95	Action; Comedy; Crime	Jared Hess	Zach Galifianakis; Kristen Wiig; Owen Wilson; Ross Kimball	David Ghantt discovers the true meaning of adventure far beyond his wildest dreams He is an uncomplicated man stuck in a monotonous life Day in and day out he drives an armored vehicle transporting millions of other peoples money with no escape in sight The only glimmer of excitement is his flirtatious work crush Kelly Campbell who soon lures him into the scheme of a lifetime Along with a group of half-brained criminals led by Steve Chambers and an absurdly faulted heist plan David manages the impossible and makes off with $17 million in cashonly problem is he foolishly hands the money over to this wild group of double crossers and has been set up to take the fall With the bandits blowing the millions on lavish and ridiculous luxuries they leave behind a glaring trail of evidence Now on the lam and in over his head David must dodge the authorities evade a hilarious hit man Mike McKinney and try to turn the tables on the ones he trusted most	English; Spanish	USA	1 nomination	5.8	34.0	47	17356894.0	Relativity Media	30-Sep-16	2016	9	3554778.0	409.0	9965.0	304.0	25000000	1935539	Sony / Columbia	negative	subjective	0.669363141	1.0
637	Suburbicon	2017	R	17	105	Crime; Drama; Mystery	George Clooney	Steve Monroe; Gavin Wilde; Landon Gordon; Hope Banks	As a 1950s suburban community self-destructs a home invasion has sinister consequences for one seemingly normal family	English	UK; USA	3 wins & 4 nominations	5.5		42			27-Oct-17	2017	10	3030652.0	1020.0	10444.0	1272.0	25000000	5775178	Paramount	neutral	objective	0.529618084	0.972126383
638	This Must Be the Place	2011	R	17	118	Comedy; Drama	Paolo Sorrentino	Sean Penn; Olwen Fouere; Eve Hewson; Johnny Ward	Cheyenne a wealthy former rock star (Penn) now bored and jaded in his retirement embarks on a quest to find his fathers persecutor an ex-Nazi war criminal now hiding out in the US Learning his father is close to death he travels to New York in the hope of being reconciled with him during his final hours only to arrive too late Having been estranged for over 30 years it is only now in death that he learns the true extent of his fathers humiliation in Auschwitz at the hands of former SS Officer Aloise Lange - an event he is determined to avenge So begins a life-altering journey across the heartland of America to track down and confront his fathers nemesis As his quest unfolds Cheyenne is reawakened by the people he encounters and his journey is transformed into one of reconciliation and self discovery As his date with destiny arrives and he tracks down Lange Cheyenne must finally decide if it is redemption he seeks or revenge Starring two time Academy Award winner Sean Penn and marking the much-anticipated English-language debut of acclaimed director Paolo Sorrentino THIS MUST BE THE PLACE is a gripping examination of a man on the precipice of obsession	English; Hebrew	Italy; France; Ireland	19 wins & 15 nominations	6.7	65.0	61	142242.0	The Weinstein Company	2-Nov-12	2012	11	1043587.0	396.0	2253.0	143.0	25000000	143979	Weinstein Company	neutral	subjective	0.824150145	1.0
639	Wonder Wheel	2017	PG-13	13	101	Drama	Woody Allen	Jim Belushi; Juno Temple; Justin Timberlake; Kate Winslet	On Coney Island in the 1950s a lifeguard tells the story of a middle-aged carousel operator his beleaguered wife and the visitor who turns their lives upside-down	English	USA	4 wins & 4 nominations	6.3	30.0	45		Amazon Studios	1-Dec-17	2017	12	1383275.0	545.0	3163.0	673.0	25000000	1404061	Amazon Studios	neutral	objective	0.455046237	1.0
640	Red Eye	2005	PG-13	13	85	Mystery; Thriller	Wes Craven	Rachel McAdams; Cillian Murphy; Brian Cox; Laura Johnson	This is the story of a young resourceful heroine named Lisa Reisert who hates to fly but the terror that awaits her on the night flight to Miami has nothing to do with a fear of flying! Upon boarding the plane Lisa is trapped on a red-eye flight with a creepy villainous handsome and charming man by the name of Jackson Rippner whos playing middle-man in the plot to assassinate a Homeland Security official Hes got her father pinned down by a would-be killer using that advantage to coerce Lisa into phoning the luxury resort where she works and arranging to move the target into a pre-set position	English; Russian	USA	2 wins & 9 nominations	6.5	79.0	71	57859105.0	Dreamworks	19-Aug-05	2005	8	4035984.0	1354.0	6624.0	360.0	26000000	57891803	DreamWorks	neutral	subjective	0.545223176	1.0
641	Redline	2007	PG-13	13	95	Action	Andy Cheng	Nathan Phillips; Nadia Bjorlin; Angus Macfadyen; Eddie Griffin	Redline is an auto/action thriller that features an extensive exotic car collection The movie features a Phantom Rolls Royce Lamborghini Murcielago Enzo Ferrari Ferrari F430 Ferrari Scaglietti and two Mercedes SLR McLaren AMGs A $450000 Porsche Carrera GT is actually crashed during one sequence Eddie Griffin accidentally crashed and destroyed the Enzo Ferrari one of only 400 ever produced The film follows an ace driver who becomes part of illegal drag racing	English	USA	1 nomination	4.0	0.0	24	6700000.0	Chicago Releasing	13-Apr-07	2007	4	787430.0	789.0	3556.0	106.0	26000000	6881022	Chicago Pictures	neutral	objective	0.849290848	1.0
642	Case 39	2009	R	17	109	Horror; Mystery; Thriller	Christian Alvart	Renée Zellweger; Jodelle Ferland; Ian McShane; Bradley Cooper	Case 39 centers on an idealistic social worker who saves an abused 10-year-old girl from her parents only to discover that the girl is not as innocent as she thinks	English	USA; Canada	3 nominations	6.2	21.0	25	13248477.0	Paramount Studios	1-Oct-10	2010	10	19069.0	1.0	8.0	3.0	26000000	13261851	Paramount Vantage	neutral	subjective	0.797885478	1.0
643	Pineapple Express	2008	R	17	111	Action; Comedy; Crime	David Gordon Green	Seth Rogen; James Franco; Danny McBride; Kevin Corrigan	Lazy court-process clerk and stoner Dale Denton has only one reason to visit his equally lazy dealer Saul Silver: to purchase weed specifically a rare new strain called Pineapple Express But when Dale becomes the only witness to a murder by a crooked cop and the citys most dangerous drug lord he panics and dumps his roach of Pineapple Express at the scene Dale now has another reason to visit Saul: to find out if the weed is so rare that it can be traced back to him--and it is As Dale and Saul run for their lives they quickly discover that theyre not suffering from weed-fueled paranoia: incredibly the bad guys really are hot on their trail and trying to figure out the fastest way to kill them both All aboard the Pineapple Express	English; Cantonese; Korean	USA	Nominated for 1 Golden Globe Another 2 wins & 13 nominations	7.0		64			6-Aug-08	2008	8	36027.0	2.0	53.0	1.0	27000000	87341380	Sony / Columbia	negative	subjective	0.509877384	1.0
644	The Sisterhood of the Traveling Pants 2	2008	PG-13	13	119	Comedy; Drama; Family	Sanaa Hamri	Amber Tamblyn; Alexis Bledel; America Ferrera; Blake Lively	Carmen Lowell is working on the backstage of a play at Yale When the lead actress her friend Julia invites her to Vermont with her to work on a play with a professional cast she decides to stay with her friends and her pregnant mother However she changes her mind after she finds that her friends will all leave for the summer: Lena Kaligaris will travel to a drawing course Bridget Vreeland who is in an existential crisis missing her mother will travel to an archaeological dig in Turkey and Tibby Tomko-Rollins is working in a rental and still editing her documentary Carmen grows a crush on the lead actor Ian who convinces her to participate in an audition and she is then invited by the director Bill Kerr to perform the lead female role Later she finds the truth about the friendship of Julia The broken-hearted Lena finds that Kostas has just married and she dates the model of her drawing class Bridget finds letters addressed to her from her grandmother that her father has hidden and decides to visit her discovering information about her mother Tibby makes love with her boyfriend Brian McBrian and gets scared of a possible pregnancy In the end the girlfriends discover that their friendship is real and amounts to more than just a pair of jeans	English; Greek	USA	1 nomination	6.2	65.0	63	44029972.0	Warner Bros. Pictures	6-Aug-08	2008	8	163099.0	5.0	785.0	7.0	27000000	44089964	Warner Bros.	neutral	subjective	0.836385906	1.0
